gene_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
LOC126991801,0.03,0,0,0.16,0.23,0.39,0.61,0.58,0.31,0.32,0.38,0.1,0.14,0.13,0.14,0.16,0.02,0.14,0.09,0.19
LOC126991803,0.47,1.06,1.34,0.21,0.4,0.22,0.57,1.6,2.2,0.05,1.02,0.19,0.07,0.27,0.27,0.2,0.27,0,0.63,0.91
LOC126991804,0.56,1.53,0.52,8.51,6.74,4.89,4.99,10.14,10.14,5.05,7.82,2.41,2.34,2.94,0.85,1.04,1.66,0.96,2.09,1.49
LOC126991805,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0
LOC126991807,0,0.1,0.23,0,0,0.03,0.2,0.36,0.06,0.1,0,0,0,0,0.05,0,0.11,0.08,0.22,0
LOC126991808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
LOC126991812,0.04,0.33,0.34,0.05,0.03,0,0,0.08,0.22,0.09,0.12,0,0.04,0.04,0.1,0.03,0.03,0.03,0.08,0
LOC126991813,3.32,2.48,0.86,0.5,1.01,1.49,0,0.07,0.47,0.38,1.59,0,0,0,0,0,0,0,0,0
LOC126991815,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0
LOC126991817,0.79,0,0.74,0.14,0.05,0.17,0.06,0.07,0.2,0.24,0,0.2,0.13,0.24,0,0,0,0,0,0
LOC126991818,2.13,1.63,1.52,0.7,0.68,0.38,0.7,0.22,0.91,0.54,0.73,0.14,1.96,0.09,0,0.32,0.2,0.63,0,0.29
LOC126991819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991821,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991822,0,0.63,0.39,0,0.07,0.08,0.14,0,0.18,0.05,0,0,0,0,0,0,0,0,0.12,0
LOC126991823,0.07,0.08,0,0,0.05,0,0.12,0.07,0.1,0.08,0.21,0,0,0,0,0.05,0.05,0,0,0
LOC126991824,1.36,4.19,1.66,1.2,0.55,0.85,0.88,2.43,2.39,1.61,1.66,0.6,0.5,0.49,0.2,0.27,0.56,0.13,1.18,1.04
LOC126991825,2.12,2.58,4.81,0.49,1.31,1.2,0.65,1.69,0.71,0.55,0.77,0.22,0.47,0,0,0,0,0,0,0.28
LOC126991826,0.56,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991828,2.41,3.29,2.34,0,0,0,0.19,0,0,0.02,0.67,0,0,0,0.42,0,0,0,0,0
LOC126991829,0.56,1.77,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991830,14.05,13.94,18.64,1.94,1.15,1.87,1.85,2.75,5.85,4.05,7.01,1.5,0.06,0.15,0.68,0,0.47,0,0.84,0
LOC126991831,80.56,104.93,80.99,58.28,51.44,22.99,19.78,37.55,37.86,32.38,37.7,8.59,7.94,6.94,11.35,25.84,12.74,12.67,15.95,11.28
LOC126991832,0.77,2.13,4.44,0.82,1.62,1.49,0.61,3.65,7.45,0.81,3.3,0.49,0.4,0.16,0.24,0.95,1.68,0.1,1.58,0.33
LOC126991834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991836,17.56,24.04,18.97,22.67,22.93,21.95,23.23,22.58,28.81,12.88,25.82,12.33,16.46,9.26,6.75,6.47,6.05,9.36,12.51,7.08
LOC126991837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991846,0,0,0,0,0,0,0,0.46,0,0,0,0,1.25,0.25,0,0,0.35,0,0.23,0
LOC126991847,0.25,0.47,0,0.32,0.19,0,0,0,0.4,0,0.5,0.14,0,0,0,0,0.13,0,0,0
LOC126991848,1.19,0,0.57,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0
LOC126991849,2.66,7.27,6.85,1.29,2.18,0.87,1.29,5.1,7.25,0.56,4.06,0.42,0.67,0.58,0.75,1.33,1.88,0.18,4.45,2.1
LOC126991850,5.44,5.33,2.89,2.31,1.88,1.5,1.25,1.42,1.07,1.98,1.51,0,0.18,0.33,0.27,0.45,1.13,0.53,0.64,0.25
LOC126991851,0,4.41,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991852,0,0.92,0.49,0.25,0,0.52,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0.15
LOC126991853,2,5.36,4.84,3.28,2.65,2.3,2.09,2.37,4.06,3.83,3.15,0,0.84,0.39,0,0.19,0.05,0.07,0,0.05
LOC126991855,0,1.03,0,0,0,0,0.39,0.46,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991857,35.67,28.05,30.03,25.12,23.37,27.7,35.77,30.22,23.53,33.08,27.99,19.06,17.76,15.32,22.21,16.87,13.71,12.4,14.43,5.15
LOC126991858,0.09,0.04,0.1,0.43,0.5,0.66,0.8,0.66,1.71,1.36,1.57,0.89,0.62,0.67,0.22,0.05,0.18,0.03,0.06,0.14
LOC126991859,0.66,3.27,2.48,0.33,0.13,0,0.13,0.21,1.03,0,0.62,0.18,0.32,0,0,0.13,0.16,0,0.42,0
LOC126991861,0,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0
LOC126991863,0,0,0,0,0.06,0.07,0.07,0.31,0.37,0,0.32,0,0.04,0.05,0,0,0.04,0,0,0
LOC126991864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.1,0,0,0
LOC126991865,14.28,15.29,17.15,14.79,13.54,9.28,12.63,7.84,9.19,9.99,8.51,3.64,8.11,2.09,1.34,6.17,7.23,10.87,2.43,3.49
LOC126991866,15.37,25.77,14.2,10.17,7.12,7.28,8.17,9.81,6.58,4.8,6.85,2.72,2.65,2.97,2.89,5.65,3.48,2.84,7.81,6.08
LOC126991867,2.9,11.42,5.53,3.73,4.28,3.24,2.47,3.86,4.57,4.7,3.05,1.34,1.03,1.79,1.01,3.48,2.38,3.74,2.85,2.47
LOC126991869,0,0,0,0.69,0,0,0,0.75,0,0.78,0,0,0,0,0,0,0,0,0,0
LOC126991870,34.61,32.41,6.16,86.25,58.78,66.18,25.42,127.39,91.84,65.32,105,20.17,25.13,26.44,48.93,69.32,63.6,17.9,355.13,62.18
LOC126991871,18.23,27.26,25.89,20.23,16.79,21.73,11.89,29.54,33.61,38.86,42.14,27.99,26.76,13.83,51.41,39.53,39.62,50.86,47.74,28.7
LOC126991872,26.15,31.44,52.83,8.23,8.56,8,7.78,11.14,11.91,4.8,8.6,24.95,20.65,29.29,1.78,2.38,1.93,1.71,5.41,3.57
LOC126991873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991874,0.63,0.67,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991875,9.9,14.83,12.98,4.56,5.39,3.29,3.42,5.09,4.1,1.47,3.58,1.88,1.37,2.45,0.45,0.81,0.64,0.32,1.32,0.32
LOC126991876,0,0,0.2,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.14,0
LOC126991877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991878,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991880,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991881,2.23,8.51,3.32,5.75,3.99,2,3,5.49,2.27,1.84,3.42,0.48,0.27,0.92,0.55,1.14,0.86,0.49,1.89,1.53
LOC126991882,0,0.15,0,0,0,0,0,0,0.09,0.44,0.2,0.24,0.75,0.43,0.25,0.65,0.39,0.14,1.18,0.23
LOC126991883,2.81,6.88,3.94,2.53,1.87,2.95,3.09,5.76,6.05,1.49,3.96,9.66,3.25,7.08,0.94,1.24,1.37,0.8,2.11,1.49
LOC126991884,44.19,43.87,85.32,9.63,9.8,12.43,7.39,15.23,11.75,11.95,22.13,4.09,4.54,3.54,20.01,13.16,21.36,37.71,32.23,15.36
LOC126991885,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991886,0.12,0.29,0,0,0.08,0,0,0.5,0.21,0.1,0,0,0,0,0,0,0.1,0,0.24,0.11
LOC126991887,0.5,1.09,0,1.24,0,0.37,0,0.84,0.33,0,0.71,0,0.22,0,0,0,0.18,0,0,0
LOC126991889,0,0,0,0,0.09,0,0.08,0,0,0,0.09,0,0.05,0,0,0,0,0,0,0
LOC126991890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991891,0.67,0.6,0.84,0,0.08,0.12,0.09,0.05,0.15,0.12,0.16,0.13,0.14,0,0.04,0.23,0,0,0.05,0
LOC126991892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991893,61.42,81.62,69.06,9.58,9.34,9.42,6.52,12.17,12.18,13.82,20.82,4.07,5.85,5.14,27.86,16.89,25.33,46.86,47.47,33.83
LOC126991894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991895,0.12,0.86,0.8,0.24,0.12,0.12,0.13,0.4,0.16,0,0.09,0.09,0.03,0,0.04,0,0,0,0,0
LOC126991896,0,0,0,14.23,14.73,14.2,20.81,19.89,20.16,19.36,21.85,0.19,2.34,1.74,1.05,0,0.15,0.74,0.08,0.31
LOC126991897,0,0,0,0,0,0,0,0,0.27,0,0,0.15,0.09,0,0,0,0,0,0,0
LOC126991898,0,1.65,0,0,0,0,0,0,1.31,0,0.29,0.42,0,0,1.12,0,0,0,0,0
LOC126991899,0,0.1,0.32,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0
LOC126991900,2.05,6.14,3.84,1.81,1.06,1.59,2.24,5.02,3.13,0.68,2.38,0.71,0.66,0.57,0.89,0.43,0.94,0.41,1.9,0.79
LOC126991901,0.94,0,0,0.16,0,0,0,0,0.27,0.11,0,0,0,0,0,0.04,0,0,0,0
LOC126991902,0,0,0,0.22,0,0,2.21,0.26,0.34,2.5,0,0.19,0.65,0,0.46,0,0.92,0,0.87,0.47
LOC126991903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0
LOC126991904,0.86,0.13,0.38,0.47,0.38,0.17,0.2,0.21,0.27,0.08,0.45,0,0,0,0,0,0,0,0,0
LOC126991905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991906,9.24,18.48,5.48,12.08,12.5,18.09,26.94,23.43,27.16,17.78,26.52,26.8,12.85,20.01,3.4,5.68,5.12,2.71,4.97,5.83
LOC126991908,0.16,0.08,0,0.19,0,0,0,0.25,0,0.08,0,0,0,0,0,0,0,0,0,0
LOC126991909,0,0.32,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991910,0.49,0.77,0.14,3.91,4.8,8.5,10.87,7.71,12.32,12.75,12.52,2.7,5.65,2.86,10.1,3.91,3.92,5.6,4.04,4.49
LOC126991911,0.74,1.15,0.63,4.1,4.83,3.84,4.18,3.81,9.82,7.57,8.8,6.58,6.02,6.76,2.45,3.38,2.84,1.68,3.09,1.91
LOC126991912,0,0,0,0,0,0,0,0,0,0.53,0.36,0,0,0,0.2,0,0,0,0,0.27
LOC126991913,0.55,1,0.81,0,0.15,0.09,0,0.13,0.22,0,0,0,0,0,0,0,0.09,0,0,0
LOC126991914,0.03,0.15,0.79,0.17,0,0.09,0.05,0,0.59,0,0.35,0.65,0.24,0,0,0,0,0,0,0
LOC126991915,0,1.55,0,0.05,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
LOC126991916,0.05,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0
LOC126991917,0,0,0.64,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
LOC126991918,0.05,1.17,0.24,0,0,0,0.03,0.11,0.17,0,0,0,0,0,0.07,0.1,0.09,0,0.12,0
LOC126991919,1.57,7.19,2.47,0.75,0.38,0.63,0.82,1.14,3.07,0.58,0.78,0.26,0.31,0.31,0.3,0.22,0.53,0.17,0.3,0
LOC126991920,1.06,6.17,0.96,1.35,1.09,1.16,1.12,2.61,2.12,0.22,1.52,1.24,0.85,0.65,0.44,0.79,0.93,0.05,1.66,1.57
LOC126991921,0,0.22,0.22,0,0.15,0,0.17,0,0,0.17,0.45,0,0,0,0,0,0,0,0,0.22
LOC126991922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991923,6.58,17.51,4.44,17.04,12.12,5.9,4.81,15.56,15.26,8.21,14.26,1.68,3.1,4.58,1.62,4.94,2.52,1.98,9.44,7.24
LOC126991924,0.44,1.32,1.78,0,0,0,0,0,0,0,0,0.35,0,0,1.23,0,0.14,0.25,0.06,0.28
LOC126991925,2.13,1.63,1.52,0.7,0.68,0.38,0.7,0.22,0.91,0.54,0.73,0.14,1.96,0.09,0,0.32,0.2,0.63,0,0.29
LOC126991926,1.28,0,1.22,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0
LOC126991927,3.45,13.29,1.69,8.58,2.64,3.62,3.48,7.71,5.79,6.8,3.72,1.81,2.91,2.81,0.71,0.77,1.5,1.04,6.27,1.91
LOC126991928,8.55,0,6.41,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0
LOC126991929,8.55,0,6.41,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0
LOC126991930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991931,0,0,0,0,0,0,0.11,0.05,0.23,0,0.19,0.04,0,0,0.05,0.07,0,0,0,0
LOC126991932,24.95,29.46,25.1,22.45,21.9,19.74,19.21,23.45,26.44,16.87,21.06,3.5,7.29,5.3,8.4,8.58,9.71,5.8,12.97,9.86
LOC126991933,28.62,27.24,22.61,18.68,15.43,10.67,12.14,18.79,12.9,8.29,9.75,4.25,5.67,4.94,6.73,4.56,5.81,5.88,8.87,7.92
LOC126991934,0.75,1.15,1.65,289.96,300.02,1375.3,1284.19,1065.9,34.19,14.34,24.21,62.85,89.68,222.05,2.62,0.22,24.24,18.09,1.16,50.17
LOC126991935,4.96,5.97,2.35,7.38,5.17,5.16,6.54,8.54,7.71,8.22,9.1,5.23,11.2,5.27,2.99,3.29,3.45,3.32,7.7,1.68
LOC126991936,0,0,0.03,0.23,0.01,0.02,0.18,0,0,0.04,1,0.09,0.33,0.34,0.35,0.07,0,0,0,0
LOC126991937,0.18,0.06,0.22,0,0,0,0,0.08,0.14,0,0,0,0.05,0,0.04,0,0,0,0,0
LOC126991938,0.95,0.34,0.66,0,0.06,0.05,0,0,0,0,0,0.13,0,0,0.05,0.08,0.11,0,0,0
LOC126991939,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991941,0,0.09,0.25,0,0,0.04,0.05,0.05,0.07,0,0,0,0,0,0.04,0,0.05,0,0.14,0
LOC126991942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991943,0.83,1.05,0,0.2,0,0.17,0,0.22,0,0,0.21,0,0,0.15,0,0,1.91,0,0,0
LOC126991944,0.31,0.09,0.25,0,0,0.07,0.3,0,0.1,0.55,0,0,0.06,0,0,0,0,0,0.12,0
LOC126991945,2.22,0,0.55,1.1,0,0.18,0,0.71,0.86,0,0,0,0,0,0,0,0,0,0,0
LOC126991946,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991948,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991950,0.42,0.08,0.74,0.18,0.05,0.15,0.05,0.2,0.19,0,0.2,0,0.12,0.09,0.5,0.38,0.77,0.15,1.17,1.05
LOC126991951,0.2,0.21,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0
LOC126991952,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991953,3.57,9.35,4.94,1.16,1.1,1.78,1.4,3.02,3.92,1.81,3.49,0.2,0,0.89,0.26,0.77,0,0,0,0.03
LOC126991954,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.14,0.04,0
LOC126991955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991957,4.92,10.43,8.53,3.29,4.33,3.94,3.95,3.5,4.28,3.44,4.05,6.88,3.19,5.07,0.97,2.27,1.19,0.53,1.52,2.15
LOC126991959,4.65,4.72,6.74,2.36,0.22,1.17,1.03,0.83,0,0.39,3.55,0.27,0.28,0,0.52,0,0.37,2.89,2.17,1.19
LOC126991960,2.58,1.08,2.56,3.52,3.13,2.13,1.33,1.41,1.67,1.86,1.83,0.43,0,1.5,0.21,0.94,0.38,0.42,1.09,0.55
LOC126991961,0.64,0.11,0.51,0.33,0.46,0.44,0.79,0.56,1.65,0.73,0.93,0.17,0.6,0.82,0.46,0.44,0.67,0.1,0.35,0.33
LOC126991962,0.51,0.18,0.26,0.14,0.43,0,0,0.46,0,0.59,2,0,0,0,0,0.26,0,0,0,0
LOC126991963,0.42,0.27,0.12,21.63,19.3,29.7,30.6,43.82,0,0,16.61,14.69,8.14,11.55,17.09,7.9,11.82,38.36,35.56,36.06
LOC126991964,0,0,0,0,0,0,0,0,0.66,0,0,0,4.78,0.76,0,0.76,0,1.39,1.6,0
LOC126991965,0.5,4.38,0.92,0.97,0.35,0.81,0.6,2.15,0.99,0,0.6,0.34,0.07,0.86,0.13,0.17,0.49,0.27,1.73,1.42
LOC126991966,3.59,7.72,12.14,1.23,2.17,2.96,3.94,6.85,4.46,1.38,3.37,0.71,0.92,0.84,1.03,1.15,1.07,0.53,1.95,1.63
LOC126991967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991969,16.87,29.31,34.82,23.53,23.48,16.62,20.74,11.46,44.34,35.34,31.64,45.07,79.39,48.18,24.59,50.84,23.77,34.18,56.63,33.67
LOC126991970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991971,0.59,0.3,0.24,0.19,0,0,0,0,0,0,0,0,0,0,0.3,0,0.21,0,0,0
LOC126991972,0.6,0.82,0.87,0.86,0.35,0.35,0.51,0.66,2.02,1.03,2.48,0.24,0.17,0.05,0.15,0.5,0.19,0.11,0.13,0.11
LOC126991973,3.32,7.2,7.35,0.45,0.56,0.65,1.25,0.86,2.18,1.4,2.11,0.08,0.74,0,0.08,0.07,0.15,0.73,0.3,0.08
LOC126991974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991977,0,0,0,0,0,0.37,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991978,8.5,5.87,3.07,4.82,4.34,2.72,2.22,4.17,2.2,2.81,2.53,1.11,1.19,2.71,3.85,2.32,2.43,0.91,1.28,0.98
LOC126991979,2.15,2.28,2.97,1.42,2.27,1.19,1.46,1.51,2,1.04,0.7,0.29,0.26,0.06,0.34,0.89,1.12,1.07,0.58,0.86
LOC126991980,9.54,0,2.77,3.4,2.74,0,0,0,0,1.98,0,0,1.65,0,1.52,0,0,0,0,0
LOC126991981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991982,0.47,0.55,0.87,0,0.18,0.2,0.1,0,0.16,0,0.34,0,0.12,0,0.86,0.58,0.64,0,0.57,0.76
LOC126991983,3.55,1.42,3.86,0.07,0.06,0,0.1,0.07,0.34,0.07,0.22,0,0,0,0,0.1,0.28,0,0.13,0.19
LOC126991984,0.56,0,0,0,0,0,0,0,0.17,0.23,0,0,0,0,0.16,0,0.12,0,0.39,0
LOC126991985,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0
LOC126991986,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.25,0,0
LOC126991988,0,0.17,0.27,0,0.14,0,0.33,0.08,0.45,0.25,0.16,0.17,0,0.01,0.08,0.11,0.2,0.07,0,0.66
LOC126991989,0.3,0,0,0,0,0,0,0,0,0,0,0.48,0.52,1.24,0,0,1.09,0.19,0.28,1.85
LOC126991990,0,0.08,0,0,0,0.06,0.16,0,0,0.1,0,0,0,0,0.07,0,0,0,0,0
LOC126991992,0.58,0.68,0.6,0.17,0.24,0.28,0.16,0.47,0.91,0.52,1.09,0.31,0.21,0.4,0.1,0.3,0.47,0.07,0.6,0.23
LOC126991993,5.98,9.23,6.4,1.25,1.33,1.63,0.88,1.23,2.61,2.68,2.14,1.11,1.04,0.79,1.12,1.75,1.95,0.51,1.22,1.19
LOC126991994,0.76,2.49,1.07,1.11,0.75,0.52,0.6,0.81,0.84,0.28,0.54,0.39,0.44,0.33,0.19,0.18,0.4,0.08,0.48,0.47
LOC126991995,2.76,10.59,8.5,2.13,1.84,1.37,1.83,3.63,3.77,0.23,1.94,0.38,0.41,0.12,0.23,0.42,0.69,0.08,0.73,0.4
LOC126991996,0.5,1.19,0.69,0.3,0.43,0.25,0.14,0.64,0.44,0.18,0.32,0.36,0.29,0.23,0.22,0.19,0.04,0.18,0.21,0.65
LOC126991997,0,0.04,0.05,0,0,0,0,0.03,0.14,0.1,0.15,0.12,0.15,0.35,0.05,0,0.42,0.02,0.09,0.16
LOC126991998,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126991999,0.38,0,0.52,0,0,21.1,16.17,17.17,1464.31,1571.25,1270.85,101.92,70.27,94.44,231.16,24.59,113.92,79.32,115.72,113.88
LOC126992001,0,0,0,0.23,0,0,0.21,0,0,0.39,0,0.6,0,0,0,0,0,0,0,0
LOC126992002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992006,0,0,0,0,0,0.06,0.27,0.24,0.23,0.27,0,0,0.15,0,0.13,0.06,0.13,0.22,0,0.09
LOC126992007,0,0.04,0,0.06,0.02,0.03,0,0,0.18,0.19,0.15,0,0.06,0.04,0,0,0,0,0,0
LOC126992008,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0
LOC126992009,8.88,3.94,6.76,5.3,4.66,3.14,3.29,5.04,4.65,7.48,6.09,6.54,2.43,3.27,1.81,4.5,0.86,1.34,2.07,0.37
LOC126992010,22.25,4.55,4.57,9.34,7.69,8.28,5.94,5.05,8.14,12.06,5.85,0.73,0,2.07,1.86,10.57,5.83,1.19,3.05,2.79
LOC126992011,0.39,0.27,0.27,0.22,0,0,0,0.21,0.48,0,0.29,0.17,0,0,0,0.13,0,0,0.17,0
LOC126992012,2.05,0.54,2.16,0.19,0.11,0.49,0.46,0.14,1.32,0.09,0.63,0.08,0,0.23,0,2.15,3.18,0,4.18,0
LOC126992013,25.68,29.24,26.63,10.05,10.04,4.14,3.23,6.85,6.3,5.32,6.79,3.1,2.78,1.69,1.03,2.21,1.67,1.07,2.64,1.63
LOC126992014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992015,0.21,0.86,0.29,0.53,0.3,0.48,0.24,0.28,0.22,0.09,0.24,0,0,0,0.03,0.09,0.03,0,0.08,0
LOC126992016,0,0.1,0.08,0.03,0,0,0,0,0,0.03,0.04,0,0,0.03,0,0,0.04,0.02,0,0
LOC126992017,0.09,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0
LOC126992018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992020,0,0,0,0.21,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
LOC126992021,0.17,0,0,0.31,0.24,0,0.14,0.16,0.45,0.18,0.25,0,0,0,0,0,0,0,0,0
LOC126992022,0,0,0,0,0,0,0.12,0,0,0.17,0,0.13,0.16,0,0,0,0,0,0,0
LOC126992023,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992024,0,0,0,0,0,1.74,1.67,0.25,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992025,0.07,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0
LOC126992026,0.11,0.9,0.14,0.19,0,0,0.08,0.2,0.55,0,0.3,0,0.09,0.43,0.08,5.1,0.08,0,0.2,0.33
LOC126992027,0,0,0,1.14,0.51,1.25,7.81,0.35,0,0,0,0,0.16,0,0,0,0,0,0,0
LOC126992028,0,0,0,0,0,0.25,1.35,0,0,0,0,0.14,0.27,0.19,0,0,0,0,0,0
LOC126992029,0,0,0,0.17,0,1.15,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992030,0,0,0,1.36,0.88,16.52,18.53,4.21,0,0,0,0.22,0.3,1.26,0,0,0,0.09,0,0
LOC126992031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992033,1.96,3.97,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992034,0,1.76,0.27,1.3,2.92,0,1.44,0.09,0.11,1.78,2.44,0,0,0,1.39,0,1.22,0.06,0,0
LOC126992035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126992038,0.2,0.22,2.23,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0
LOC126992039,0,0.51,0.47,0.43,0.8,0,0,0,0,0.51,0,0,1.26,0,0,0,0,0,1.12,0
