gene_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
LOC126980185,58.69,57.03,93.44,13.68,13.01,9.87,10.61,15.85,19.59,12.83,17.74,5.33,8.83,4.97,24.52,21.03,18.46,14.46,32.57,14.3
LOC126980186,11.73,9.32,11.97,9.25,8.73,5.79,6.18,5.69,12.68,10.94,10.01,3.93,3.17,3.05,2.18,5.07,2.89,2.13,3.1,1.56
LOC126980187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980188,1,2.34,0.52,3.46,2.36,1.44,0.92,1.55,0.37,0,1.53,0.51,0.5,0.23,0.86,2.08,1.84,0,2.37,1.08
LOC126980189,33.36,31.38,34.58,17.42,16.13,12.09,7.16,9.08,11.68,0.74,12.41,16.15,17.83,15.96,12.35,34.85,13.23,24.13,4.37,5.74
LOC126980190,0.12,0.1,0.08,2.27,2.42,1.46,1.92,1.95,3.22,1.12,2.41,1.49,0.94,1.79,0.18,0.1,0.47,0.1,0.03,0.13
LOC126980191,15.29,12.96,11.73,12.49,12.63,6.95,7.37,9.95,13.03,10.42,13.23,4.39,6.1,5.18,1.09,4.8,1.24,1.4,4.08,2.8
LOC126980192,0.71,1.16,1.41,3.9,4.05,3.26,4.44,5.46,2.75,2.62,3.3,1.89,1.5,1.39,3.63,2.6,2.24,3.86,5.19,4.21
LOC126980193,3.32,4.52,3.95,0.44,0.48,0.15,0.09,0.38,0.28,0.06,0.2,0.07,0.06,0.08,0.04,0.13,0.11,0.11,0.21,0.1
LOC126980194,17.55,31.26,14.71,20.48,14.11,12.65,11.28,20.37,12.97,8.88,14.21,4.31,6.15,6.32,2.95,7.71,7.61,5.14,13.08,11.46
LOC126980195,0,0,0,0.09,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0
LOC126980196,2.74,4.29,3.22,1.51,1.6,1.36,1.41,2.84,2.58,0.65,1.35,0.61,0.42,0.48,0.92,0.77,0.66,0.88,1.44,1.55
LOC126980197,0,0.13,0.17,0.04,0.11,0.11,0.03,0.15,0.27,0.02,0.18,0.02,0,0.02,0,0,0,0,0.04,0
LOC126980198,0,0,0.13,357.28,421.85,237.72,199.25,238.87,300.67,529.82,328.96,47.03,55.92,62.25,539.15,243.54,365.63,291.51,262.24,302.01
LOC126980199,0,0.09,0,0,0,0,0,0.08,0.05,0,0,0,0,0,0,0.05,0.06,0,0.04,0
LOC126980200,28.08,52.86,72.68,13.06,15.73,28.25,29.2,56.39,28.46,8.36,20.27,35.18,26.51,33.8,4.11,3.84,6.57,8.38,7.49,7.26
LOC126980201,4.93,9.94,11.58,6.71,6.94,5.99,6.22,10.59,14.06,3.91,10.41,2.62,2.69,2.26,1.49,1.99,1.83,1.54,2.76,2.44
LOC126980202,10.51,27.15,12.05,20.79,16.17,32.03,38.4,59.24,46.05,21.99,36.95,65.13,56.33,59.4,8.98,15.81,13.92,12.25,33.92,22.07
LOC126980203,0.3,0.38,0.3,0.94,0.97,0.81,1.26,1.69,1.71,0.69,1.08,0.49,0.51,0.22,0.14,0.18,0.2,0.19,0.19,0.15
LOC126980204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980206,0.1,0.16,0.07,1.36,1.48,39.66,50.09,50.95,1.29,1.77,1.7,200.07,73.65,158.33,1.51,0.44,44.52,32.34,0.23,59.46
LOC126980207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980208,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0
LOC126980209,0,0.07,0,0,0.15,0,0,0.12,0,0,0,0,0,0.06,0.1,0,0,0,0,0
LOC126980210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980211,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
LOC126980212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980213,0,0,0,0,0.16,0.06,0.06,0,0,0,0,0,0.07,0,0,0,0,0,0,0
LOC126980214,0.07,0,0.18,0.12,0.32,0.15,0.31,0.44,0.6,0.14,0.19,0.21,0.11,0.34,0,0.04,0.05,0,0,0.07
LOC126980215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980216,7.07,9.27,15.02,7.43,6.67,4.92,5.11,6.63,2.74,1.81,3.28,4.88,4.77,2.79,0.65,1.6,2.87,1.85,0.66,2.89
LOC126980217,0,0.18,0.23,0.15,0,0.13,0.41,0,0,0,0,0,0,0,0,0,0.12,0.22,0,0
LOC126980218,0.35,0.44,0.36,0.17,0.09,0,0.06,0,0.53,0.29,0.34,0,0,0.14,0.33,0.36,0.37,0,0.57,0.1
LOC126980219,0.33,0.92,0.22,0.26,0.16,0.11,0.18,0.43,0.2,0.16,0,0.03,0.05,0.19,0.03,0.02,0.12,0,0.08,0
LOC126980220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980221,33.13,13.35,9.47,9.89,11.73,5.02,4.61,3.83,4.94,5.18,4.78,3.07,1.03,3.87,1.98,1.25,2.75,1.35,0.83,1.54
LOC126980222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980223,0,82.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980227,0.11,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0
LOC126980228,2.73,3.52,0.57,0.56,0.57,0.67,0.36,0.68,1.28,0.32,0.15,0.18,0.11,0.46,0.31,0.38,0.55,0.09,0,0.57
LOC126980229,0,0.13,0.06,0,0.07,0,0,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0
LOC126980230,52.3,40.26,43.07,28.99,29.34,18.38,17.4,19.18,18.52,22.63,20.73,4.01,5.57,3.34,10.82,11.64,11.37,11.21,13.2,13.93
LOC126980231,18.54,35.92,13.72,29.94,27.7,46.23,50.57,52.71,77.4,74.2,79.45,30.35,49.76,34.38,205.33,202.87,198.41,68.38,102.58,85.39
LOC126980232,1.76,1.52,1.12,4.25,4.83,6.28,7.24,6.03,8.09,7.74,6.99,3.99,3.4,2.41,7.4,5.34,5.67,9.36,5.61,5.69
LOC126980233,0.86,0.6,0,0.04,0.12,0.15,0.11,0.56,0.43,0.04,0.57,0.15,0,0.07,0.1,0.18,0.29,0.04,0.19,0.28
LOC126980234,0,0,0,322.74,357.04,0.21,0.32,0.03,0.08,0.07,0.31,0.7,0.16,0.19,0.05,0,0,0,0.03,0
LOC126980235,0,0,0,38.03,39.79,0.06,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0
LOC126980236,0.53,1.55,1.13,3.32,3.04,3.46,3.96,8.47,9.74,1.22,6.03,1.04,1.2,1.18,0.34,0.16,1.07,0.03,0.22,0.24
LOC126980237,0,0.08,0,0,0,0.06,0.12,0,0.2,0,0.22,0.06,0.13,0,0.06,0.05,0,0,0,0
LOC126980238,17.11,22.61,20.16,16.06,16.74,18.6,22.43,22.67,30.87,19.51,28.69,11.59,9.67,12.8,3.18,3.87,5.27,2.63,2.71,3.66
LOC126980239,0,0,0,0.71,0.51,0.75,0.58,0.48,1.7,1.53,1.66,0.58,0.37,0.3,0.4,0.2,0.58,0.23,0.14,0.15
LOC126980240,4.4,12.33,10.81,2.78,2.71,2.84,2.33,4.96,6.24,0.86,6.32,1.16,1.27,1.17,0.61,0.73,1.18,0.37,1.71,1.39
LOC126980241,6.59,17.22,10.02,6.27,5.11,5.16,5.04,9.97,9.39,2.28,7.24,1.68,1.67,1.71,0.52,0.95,1.64,0.5,1.86,2.58
LOC126980242,5,13.28,9.39,2.68,2.64,2.17,3.07,5.66,4.94,1.31,3.43,1.28,1.26,0.64,0.45,0.53,0.7,0.38,0.93,0.97
LOC126980243,33.82,30.82,42.7,21.07,20.41,15.69,18.2,14.31,23.74,16.73,21.88,8.18,8.24,6.33,3.58,5.66,5.79,2.95,4.17,5.2
LOC126980244,0.13,0.31,0.11,0.03,0.02,0.01,0.01,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0
LOC126980245,0,0.16,0,0.13,0,0.11,0.12,0.14,0.2,0,0,0,0,0.15,0,0,0,0,0.28,0
LOC126980246,18.12,31.37,22.62,10.22,9.08,5.51,5.11,6.71,8.87,5.04,8.3,2.85,2.02,1.95,0.81,1.39,1.28,0.99,2.38,2.38
LOC126980247,14.84,17.1,16.45,8.32,6.85,5.04,4.88,8.31,9.93,8.28,12.21,1.15,1.41,1.73,4.07,4.38,4.39,4.24,5.63,3.64
LOC126980248,31.09,43.54,42.76,22.53,21.61,14.21,14.97,21.92,32.88,19.52,28.67,4.85,4.39,3.6,11.11,16.19,13.15,11.61,16.22,9.4
LOC126980249,0.23,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.24
LOC126980250,0.06,0.39,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.14,0
LOC126980251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980252,0.07,0.04,0.1,0.09,0.02,0.05,0.03,0.03,0.09,0,0.05,0.03,0,0.07,0.03,0,0,0,0.03,0
LOC126980253,324.8,246.78,230.89,101.14,119.2,63.9,71.04,79.85,96.07,75.14,91.62,39.42,25.14,30.97,17.07,26.75,22.95,29.33,27.16,47.17
LOC126980254,41.55,75.95,73.58,13.57,14.03,10.06,10.34,19.89,20.64,8.51,19.22,5.6,4.91,2.75,1.95,2.89,2.15,2.26,5.36,2.85
LOC126980255,0.09,0,0,1.92,0.98,1.46,0.94,0.95,0.87,2.39,2.58,0,0,0.29,0,3.52,0.14,0.12,1.32,0.3
LOC126980256,18.34,18.5,19.84,30.51,32.35,17.95,19.94,23.41,15.69,7.56,16.65,5.11,6.07,5.01,1.98,3.19,4.74,2.04,2.75,2.58
LOC126980257,9.44,15.36,6.4,2.68,2.33,1.73,1.73,4.07,3.25,4.42,4.97,1.11,1,0.72,0.08,0.8,1.17,0.72,1.17,1.1
LOC126980258,8.55,23.1,22,10.29,10.22,9.7,11.45,21.87,24.18,3.96,17.41,5.02,6.3,3.91,1.93,2.34,2.44,1.17,3.57,3.27
LOC126980259,19.36,34.5,22.33,19.8,16.74,16.66,19.65,25.97,27.95,16.3,24.69,11.18,12.79,9.69,2.55,4.06,4.08,2.86,5.51,3.62
LOC126980260,0,0.58,0.19,0.24,0.1,0,0,0.39,0.89,0,0,0.33,0.12,0.28,0.11,0.09,0,0,0.25,0
LOC126980261,0.16,0.3,0.09,0.14,0.23,0.69,0.53,0.92,0.69,0.85,1.22,0.16,0.17,0.41,0,0.14,0.03,0.08,0.11,0
LOC126980262,0.1,0.28,0.09,4.38,4.57,27.77,18.5,35.37,15.37,13.94,14.88,6.74,14.29,3.5,20.66,30.74,17.33,11.45,23.03,22.02
LOC126980263,0.55,0.29,0.27,2.06,2.2,0.68,1.03,0.67,3.17,2.04,4.11,0.43,0.37,1.14,0.25,1.04,0.62,0.37,1.4,0.73
LOC126980264,1.35,2.66,2.79,0.99,0.82,0.95,0.96,1.41,2.08,0.58,1.09,0.19,0.09,0.25,0.22,0.35,0.28,0.13,0.16,0.26
LOC126980265,19.09,18.56,17.33,6.87,6.75,5.24,5.25,5.52,8.26,6.54,8.26,2.49,2.2,1.93,2.78,4.76,2.78,2.37,3.9,2.18
LOC126980266,0.54,0.63,0.18,0.14,0.57,0.42,0.35,0,0.38,0.71,0.38,0.22,0,0,0,0.65,0.1,0,0,0
LOC126980267,0.16,0.17,0.13,19.03,18.44,15.75,16.18,28.12,3.28,0.75,2.94,0.04,0,0.13,0.01,0.01,0.03,0.01,0.01,0.02
LOC126980268,8.45,11.84,9.15,4.97,5,4.05,4.08,5.81,4.93,2.71,3.92,0.82,0.86,1.2,0.39,0.29,0.53,0.21,0.52,0.27
LOC126980269,5.68,9.47,6.41,4.96,5.88,4.28,6.19,6.66,7.08,4.13,6.16,10.41,9.22,8.81,2.54,2.03,3.49,1.78,2.93,3.02
LOC126980270,0,0.27,0,0.57,0,0.94,0,0.43,0,2.12,0,0.89,0.58,0.15,0,0.39,0,0.82,0,0
LOC126980271,0.26,0.84,0.32,0.06,0.21,0.33,0.45,0.21,0.07,0.1,0.39,0.39,0.15,0,0,0.02,0.08,0,0.03,0.13
LOC126980272,0.11,0.28,0.13,0.49,0.39,0.28,0.45,0.56,1.29,0.86,0.79,0.59,0.16,0.49,0,0.38,0,0.14,0,0
LOC126980273,9.72,17.44,17.03,3.58,3.3,5,4.49,7.99,7.84,2.98,9.15,1.86,1.42,1.68,0.81,1.79,1.55,0.7,3.94,3.16
LOC126980274,2.7,21.07,7.11,15.03,11.69,1.11,0.52,1.46,9.18,8.59,11.01,0.11,0.2,0.14,0.29,3.87,0.58,0.12,3.41,0.25
LOC126980275,7.19,37.53,18.05,26.13,20.4,2.58,1.05,2.32,12.93,11.48,13.26,0.07,0.32,0.47,1.1,4.13,0.77,0.35,3.43,0.39
LOC126980276,11.86,20.14,14.19,13.32,11.52,6.72,7.08,8.95,9.6,5.55,6.62,1,0.8,1.23,2.02,3.83,3.04,2.34,2.6,1.87
LOC126980277,7.6,11.31,7.75,8.57,8.15,7.82,6.93,9.31,10.57,8.53,10.27,3.07,5.32,1.55,1.83,3.53,5.67,3.79,5.4,4.17
LOC126980278,0.21,1.01,0.6,0,0,0,0.14,0.16,0,0,0,0,0.33,0,0,0,0.15,0,0.17,0
LOC126980279,1.34,1.38,1.26,3.25,2.2,6.61,6.16,9.82,6.29,3.31,3.54,2.78,2.46,2.87,0.82,0.51,1.92,1.11,1.06,1.33
LOC126980280,20.56,42.28,33.8,44.85,39.73,38.81,40.95,68.04,116.63,59.09,107.9,88.96,41.54,70.08,22.23,29.67,30.92,24.29,53.4,43.7
LOC126980281,52.81,136.95,64.49,38.41,40.19,56.17,68.44,79.58,123.31,65.07,146.99,57.28,92.58,80.46,25.23,32.78,21.34,19.23,62.94,26.69
LOC126980282,0,0.13,0,0,0,0,0,0,0,0,0,0.38,0.29,0,0,0,0,0,0,0.11
LOC126980283,0.23,0.62,0.16,0,0,0.35,0.65,0.11,0,0,0.33,11.06,12.94,1.55,0,0,0,0,0,0
LOC126980284,28.9,33.06,31.34,14.84,11.16,11.19,10.7,13.16,11.87,7.9,10.74,3.57,2.38,5.16,3.34,3.19,4.38,3.3,4.49,3.77
LOC126980285,3.87,6.03,5.68,1.89,1.75,1.55,1.79,2.73,2.6,1.29,2.01,0.53,0.42,0.21,0.66,0.52,0.49,0.58,1.47,0.97
LOC126980286,0.04,0.07,0.1,0.44,0.32,0.62,0.52,0.68,0.96,0.49,0.3,0.22,0.16,0,0.09,0.07,0.16,0,0,0
LOC126980287,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25
LOC126980288,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0
LOC126980289,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0
LOC126980290,2.39,2.65,0.35,1.18,1.17,1.57,2.32,1.04,2.16,2.99,2.37,3.1,0.73,3.44,0.44,0.22,0.34,0.53,0.1,0.98
LOC126980291,0.1,0.53,0.14,2.03,1.8,3.24,3,8.08,9.96,3.44,11.04,10.21,13.92,10.94,0.54,0.2,1.66,0.51,3.8,5.87
LOC126980292,15.04,24.76,24.34,3.85,3.8,3.9,4.52,7.95,5.99,2.39,4.87,2.05,1.08,1.62,0.8,1.21,1.27,0.8,1.96,1.92
LOC126980293,8.2,1.34,5.35,4.06,3.94,2.77,2.89,4.8,0.23,0.69,1.02,0.43,0.31,0.1,5.38,2.92,13.05,11.44,2.76,15.13
LOC126980294,0.21,0.2,0,0.19,0.37,0.16,0.84,0.99,0.27,0.33,0.3,0,0,0.1,0,0,0.54,0.07,0.18,0.7
LOC126980295,0.43,0.22,0.07,10.33,7.13,5.8,6.24,16.25,8.47,3.85,6.17,2.77,4.43,3.14,1.02,1.53,1.64,0.44,4.28,1.48
LOC126980296,13.06,19.53,14.85,16.58,15.35,17.14,18.1,24,26.07,20.36,26.61,17.49,19.79,15.82,8.1,7.35,10.23,9.08,16.71,11.69
LOC126980297,181.5,175.33,193.36,113.98,119,57.91,59.44,62.7,78.95,84.66,81.37,26.93,32.02,19.59,13.41,21.76,15.67,20.54,22.55,15.15
LOC126980298,3.54,10.08,4.32,10.09,10.24,6.54,4.07,11.05,6.11,6.58,6.28,2.49,1.98,1.7,2.12,4.56,3.28,5.05,5.09,2.3
LOC126980299,2.68,4.49,1.92,7.1,4.73,3.79,1.49,5.96,2.8,2.4,3.66,1.02,1.1,1.51,1.52,2.32,2.54,3.25,2.83,1.49
LOC126980300,2.18,2.68,1.52,5.28,4.78,4.49,4.92,12.12,10.66,5.81,8.94,2.66,3.54,3.57,0.56,0.67,1.12,0.24,0.62,0.52
LOC126980301,14.02,31.5,17.21,11.01,9.13,6.31,6.41,11.73,14.45,7.17,12.92,2.56,2.22,3.43,1.35,3.96,2.55,1.39,3.87,2.04
LOC126980302,0.45,0,0,0.6,0.14,0,0.12,0,0.36,0.06,0.12,0,0,0,0,0.15,0,0,0.13,0
LOC126980303,56.96,78.53,74.14,45.33,47.09,35.27,44.55,47.31,37.65,26.13,32.85,20.24,22.12,11.54,10.52,19.62,14.07,20.74,12.27,16.08
LOC126980304,15.22,16.69,15.08,9.9,9.95,7.12,8.42,10.08,13.27,8.98,11.2,3.65,2.9,2.75,6.71,11.72,8.23,5.11,6.35,6.79
LOC126980305,5.36,15.11,8.29,2.67,2.09,2.36,2.55,5.05,3.13,1.23,2.99,0.22,0.56,0.38,0.73,0.78,1.21,0.75,2.66,1.42
LOC126980306,24.49,56.83,30.43,71,53.34,31.92,30.09,68.22,44,20.41,39.12,15.34,14.79,12.22,12.01,18.21,16.24,16.93,30.88,20.25
LOC126980307,28.08,43.61,33.5,48.34,43.66,30.54,34.77,39.08,29.66,21.13,26.71,20.98,23.81,14.78,8.42,13.73,9.09,17.24,8.43,9.67
LOC126980308,3.73,0.62,0.23,16.16,14.6,8.3,11.26,10.2,19.78,20.31,29.13,11.64,19.19,14.39,8.9,18.87,8.08,12.68,16.29,10.07
LOC126980309,8.38,9.4,6.85,10.38,9.93,26.61,31.04,23.17,21.57,14.6,17.57,17.46,7.81,16.95,5.04,11.05,14.05,5.52,7.47,13.1
LOC126980310,61.99,82.13,80.85,33.84,29.49,22.22,23.11,34.43,32.28,18.71,27.81,9.34,9.95,10.26,5.71,9.56,7.95,6.63,12.25,10.32
LOC126980311,0.06,0.07,0.17,0.39,0.4,0.38,0.2,0.24,0.66,0.27,0.45,0.1,0.11,0,0,0.13,0,0.04,0,0.13
LOC126980312,1.27,2.61,7.32,23.16,26.83,104.72,158.41,56.92,22.22,37.27,26.63,250.05,780.14,482.23,29.28,9.05,30.63,33.65,3.07,47.99
LOC126980313,0,1.48,0.48,6.55,9.41,248.34,319,100.96,2.74,1.47,1.98,318.02,475.02,520.76,3.61,0.72,18.81,13.46,0,26.57
LOC126980314,0,0,0,47.49,54.27,0.09,0,0,0,0,0,0.09,0,0.36,0,0,0,0,0,0
LOC126980315,0,0.34,0,21.2,22.08,175.97,225.8,105.64,4.09,3.85,4.15,355.78,1297.33,864.94,5.57,1.34,13.46,7.63,1.13,14.87
LOC126980316,0,0.17,0,44.76,52.22,0.71,1.15,0.45,28.6,34.32,21.88,0.38,1.66,0.66,0.13,0,0.12,0.52,0.6,0
LOC126980317,0,0,0,68.55,64.77,0.21,0,0,24.16,23.01,19.64,0.38,3.29,0.88,0,0,0,0.06,0,0
LOC126980318,0,0,0,39.99,40.95,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0
LOC126980319,0,0,0,20.71,18.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980320,0,0,0,16.75,12.69,0,0.07,0,0.11,0.35,0,0,0,0,0,0,0,0,0,0
LOC126980321,21.27,4.07,33.31,34.48,37.46,292.86,217.63,281.04,143.33,178.79,152.4,52.74,18.89,19.48,287.82,81.6,340.54,381.83,133.04,281.74
LOC126980322,0,1.75,0,0,0,0.11,0.36,0,1.57,9.31,12.19,0,0.13,0,6.13,26.9,0.44,0.77,8.69,0
LOC126980323,0,1.92,0,0,0,3.13,4.34,1.91,97.19,130.75,152.33,1.93,3.99,1.86,43.66,299.95,27.09,27.48,151.49,20.16
LOC126980324,0,0,0,0,0,0.14,0.81,0.18,29.25,40.81,47.12,0.22,0.56,0.86,1.82,21.87,2.84,7.52,33.6,4.99
LOC126980325,0,0,0,0,0,0.45,0.25,0.63,32.69,36.82,42.05,0.36,0.43,0.21,2.43,13.03,1.33,2.14,11,2.79
LOC126980326,0,0.99,0,0.12,0,32.69,31.59,40.25,30.15,40.6,33.72,33.7,41.44,54.93,4.72,1,7.68,36.53,1.25,154.43
LOC126980327,0,0.47,0,0,0,1.65,3.23,2.54,47.74,68.72,72.86,1.07,1.16,1.84,23.22,293.42,18.48,15.13,114.67,14.03
LOC126980328,0,0,0,0,0,0.17,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980329,0.23,0.41,0.1,634.68,693.6,396.44,464.17,434.4,1022.4,1078.22,937.2,177.07,134.62,86.98,533.22,445.1,454.09,388.17,947.31,506.96
LOC126980330,0.39,0.14,0.54,843.34,909,619.03,785.35,645.46,1883.63,2292.04,1687.68,426.17,296.76,163.65,964.78,930.77,846.94,527.25,1013.46,527.19
LOC126980331,0,0,0,0.23,0.05,0.2,0.32,0.13,0.34,0.2,0.28,0.47,0.39,0.13,0,0,0.25,0,0.13,0.14
LOC126980332,0,0,0,0,0,0,0.13,0.32,0.44,0,0.48,0,0.29,0,0,0.12,0,0.11,0,0
LOC126980333,0,0,0,0,0,0,0,0,0,0.18,0.25,0,0,0,0,0,0,0,0,0
LOC126980334,10.14,22.29,13.44,6.71,6.67,13.2,14.98,13.23,17.14,14,18.65,5.95,15.32,9.54,7.36,6.88,8.6,6.28,13.07,11.41
LOC126980335,8.23,16.21,7.05,4.78,3.31,2.1,1.15,3.11,2.58,1.29,2.72,0.27,0.42,0.38,0.73,1.52,1,1.23,1.71,2.17
LOC126980336,52.42,67.69,47.76,35.18,30.37,14.3,10.7,21.09,25.29,23.68,27.15,10.31,8.87,6.99,24.8,37.75,30.24,31.2,27.92,18.95
LOC126980337,71.63,67.7,44.95,113.98,99.47,291.13,111.27,433.89,250.27,295.96,319.2,177.54,120.49,140.24,1141.45,329.96,1137.24,1551.15,784.64,850.14
LOC126980338,21.61,30.51,24.49,29.86,28.14,22.97,24.02,28.06,38.67,23.37,30.88,7.83,9.39,7.87,14.36,17.77,17.72,25.36,22.04,12.13
LOC126980339,0,0.03,0.08,0,0.02,0,0,0.08,0.23,0.03,0.04,0,0,0.03,0.05,0.04,0.15,0,0.25,0.13
LOC126980340,0.37,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980341,8.6,13.85,7.89,8.68,7.37,32.36,35.48,53.76,7.31,3.48,7.25,17.33,21.03,21.86,1.82,3.05,5.31,3.79,2.96,12.37
LOC126980342,12.4,19.17,9.96,8.4,7.27,3.93,3.08,5.02,5.39,2.11,5.27,1.96,1.78,1.12,0.96,2.69,1.55,1.46,3.03,1.98
LOC126980343,8.36,12.75,11.62,7.89,7.26,4.61,6.29,10.23,6.66,5.38,6.56,4,2,2.65,2.21,3.55,2.41,5.23,5.19,2.38
LOC126980344,8.4,12.33,14.51,7.94,7.52,4.6,4.11,6.67,4.72,3.43,6.18,2.77,2.87,3.9,1.29,4.03,2.91,4.68,5.61,2.43
LOC126980345,0,5,0.96,63.04,59.31,237.07,221.02,354.69,3.49,1.91,2.11,26.02,67.45,60.5,0.38,0.21,3.19,1.04,0.43,2.78
LOC126980346,10.05,14.21,21.33,3.84,3.64,6.44,6.14,11.07,13.21,5.37,10.36,5.04,3.67,4.4,1.38,1.01,2.22,0.98,2.61,2.48
LOC126980347,6.98,12.19,12.21,5.19,4.56,3.99,3.42,4.03,7.32,1.3,4.48,0.33,0.43,1.26,0.42,0.28,0.6,0.57,0.81,0.52
LOC126980348,0.1,0.31,0,0,0.07,0.07,0,0,0.12,0,0.14,0,0,0,0,0,0,0.06,0,0
LOC126980349,5.7,15.75,11.25,3.05,1.99,3.49,4.28,11.17,8.74,3.33,7.4,2.65,1.74,2.37,1.1,1.37,3.09,0.95,4.56,5.63
LOC126980350,16.18,17.66,20.95,40.72,35.19,17.32,14.74,29.8,9.98,8.34,9.61,3.32,1.6,2.32,1.37,4.13,2.16,2.65,1.8,1.43
LOC126980351,1.21,1.26,0.85,0.41,0.56,0.39,0.52,0.41,0.45,0.75,0.49,1.14,0.72,0.7,0.95,1.08,0.81,0.7,1.14,0.53
LOC126980352,1.02,1.82,1.77,1.12,0.64,0.71,0.6,1.14,6.55,6.91,5.58,4.2,3.47,2.44,6.8,15.33,11.26,5.43,5.95,3.83
LOC126980353,0,0.27,0.09,3.66,3.76,4.57,2.42,4.19,8.63,8.98,8.92,2.92,3.2,2.75,8.91,4.2,8.06,3.81,9.91,3.59
LOC126980354,15.75,17.48,15.08,21.82,17.86,11.64,9.24,16.17,23.24,16.31,21.08,8.27,11.62,8.01,25.55,19.47,18.96,30.29,38.69,11.48
LOC126980355,17.31,25.41,12.73,18.4,15.63,15.09,18.15,18.32,17.23,11.04,15.26,19.82,12.02,16.85,15.97,15.65,17.31,14.34,21.47,15.51
LOC126980356,129.39,157.86,113.71,158.59,139.04,69.67,60.48,84.95,70.33,92.17,87.25,35.62,31.67,25.46,74.41,146.92,85.7,89.71,85.36,66.87
LOC126980357,30.31,32.92,22.63,30.23,26.29,27.23,30.96,27.92,33.36,37.76,33.85,14.41,14.62,16.48,24.02,30.19,27.82,20.98,34.02,26.9
LOC126980358,1.33,1.66,1.88,2.39,2.44,3.15,4.68,5.05,4,1.63,3.52,1.92,1.53,1.97,0.5,0.56,1.07,0.95,1.32,2.39
LOC126980359,0.23,0.67,0.57,1.4,1.02,1.51,1.55,3.36,4.19,2.28,2.83,2.08,1.97,1.62,0.33,0.25,0.52,0.02,0.6,0.74
LOC126980360,0.19,0.5,0.66,1.18,0.91,1.12,1.56,2.66,3.06,0.66,2.02,1.68,2.12,1.54,0.26,0.27,0.62,0.18,0.61,0.68
LOC126980361,1.26,3.8,2.81,7.24,6.9,22.13,21.42,38.75,27.57,12.6,21.98,15.84,13.74,15.9,3.67,3.05,6.21,3.74,14.52,29.19
LOC126980362,0.09,0,0,11.13,12.38,59.82,69.95,87.2,38.01,20.2,23.39,3.61,1.79,1.46,5.38,8.61,2.48,4.74,8.04,2.5
LOC126980363,0,0,0,6.73,4.54,34.83,29.46,48.09,14.07,8.39,13.49,1.55,0.93,0.88,2.71,5.03,1.88,3.33,5.43,3.64
LOC126980364,18.84,35.05,20.68,17.84,15.52,13.91,14.56,19.92,17.5,9.15,16.08,3.72,5.65,5.09,2.74,4.8,4.22,2.58,4.08,3.46
LOC126980365,82.45,126.03,97.58,94.11,78.46,30.14,27.33,57.02,38.16,28.25,39.51,11.28,26.05,25.87,14.81,36.73,21.5,19.98,20.15,14.82
LOC126980366,5.6,10.56,12.86,3.28,3.41,2.9,2.66,5.79,7.01,2.3,5.25,1.13,1.32,0.78,0.84,1.29,1.23,0.67,1.72,1.22
