transcript_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
XM_050833467.1,1.27,1.73,1.61,2.63,1.5,4.37,4.79,3.6,5.28,5.01,3.58,1.39,3.01,1.68,1.64,3.28,0,2.92,0.96,0
XM_050833468.1,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0
XM_050833469.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833470.1,0.26,0.45,0.03,0.39,0.39,0.22,0.17,0.11,0.6,0.42,0.37,0.1,0.03,0.12,0.14,0.11,0.09,0.04,0.06,0.06
XM_050833471.1,108.47,75.4,79.81,33.24,32.03,10.8,9.71,11.56,10.57,9.21,8.15,3.21,3.03,3.13,3.84,6.46,4.57,6.58,4.43,3.02
XM_050833472.1,2.05,1.43,0,1.43,0.5,1.29,0,0.23,0,1.5,0,0,0,0,0,0,0,0,0,0
XM_050833473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833474.1,2.23,0,3.22,0,0,0,0,0.78,1.81,0,1.18,0,0,0,0,0.48,0,0,0,0.49
XM_050833475.1,0,0.58,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833476.1,0,0,0,0,0,0,1,0,0,0,0,0.28,0.15,0.05,0.34,0,0.31,0.16,0.25,0
XM_050833477.1,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833478.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833479.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833481.1,1.25,0.85,0,0,0.12,0.45,0,0,0.73,0,0.73,0,0,0,0,0,0.38,0,0,0
XM_050833482.1,2.15,5.88,5.96,0.67,1.1,0,0.54,1.37,1.88,0.5,0.87,0,0,0.25,0,0,0,0,1.07,0.87
XM_050833483.1,0,0,0,0,0,0.51,0,0,0,0,0,0.13,0.29,0,0.28,0.14,0,0.17,0,0
XM_050833484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833486.1,0.33,1.26,0.25,0.23,0.56,1.29,0.77,1.43,2.88,1.85,2.96,0.83,0.38,1.11,5.19,1.25,2.88,0.64,4.22,3.56
XM_050833487.1,0.54,0.13,0,0.11,0.07,0.08,0.19,0.35,0.12,0.12,0,0,0.11,0,0.06,0,0.08,0,0.47,0.21
XM_050833488.1,0,0.11,0.14,0.12,0.13,0.27,0.38,0.31,0.77,0.74,0.47,0.33,0,0.18,0,0.5,0.39,0.44,0.57,0
XM_050833489.1,0,0,0,0.07,0,0,0.12,0,0.22,0.53,0,0.05,0,0.08,0.18,0,0,0.07,0,0.26
XM_050833490.1,0.28,0.57,0,0,0,0,0,0.29,0.1,0.33,0.14,0.03,0.74,0.14,4.41,0,1.62,0,0.41,2.05
XM_050833491.1,0,0.79,0,0,0,0,0.09,0,0,0,0,0,0,2.11,3.63,0,1.07,0,0,5.55
XM_050833492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833493.1,0,0,0.19,0.14,0.29,0.84,0.72,0.18,0,1.47,0.5,1.01,0.09,0,0,0.86,0.13,0.34,0.86,0
XM_050833494.1,0.31,0.64,0.36,0.42,0.41,0,0,0.51,0.75,0,3.23,0,0,0.3,0.34,0,0.31,0,1.17,0.42
XM_050833495.1,0,0,0.05,0.09,0.08,0.75,0.92,1.02,1.5,1.03,0,0,1.27,0,1.13,1.4,0.59,0.92,2.44,1.03
XM_050833496.1,0.63,0.85,0.21,0,0,0.1,0,0.08,0.39,0,0,0,0.09,0.11,0.67,0.92,0.17,0.56,0.29,0.1
XM_050833497.1,2.25,3.13,3.62,4.7,4.16,4.97,7.44,10.29,7.32,1.18,6.66,12.96,8.65,9.02,0.38,0.9,6.12,4.75,2.05,6.11
XM_050833498.1,0,0,0,3.16,4.86,4.25,8.86,5,5.75,0,0,0,2.01,2.98,0,6.01,3.41,4.51,1.6,0
XM_050833499.1,2.09,10.13,7.46,33.85,32.85,203.9,209.63,330.82,26.06,8.51,29.98,200.51,109.19,224.07,20.24,7.92,105.07,87.19,34.11,378.83
XM_050833500.1,4.03,14.11,8.59,2,2.17,1.96,4,5.36,2.74,0.64,2.05,15.82,39.25,16.22,0.35,0.28,0.82,0.15,1.03,0.95
XM_050833501.1,0.59,2.76,0.42,1.58,0.84,1.24,0,1.88,1.46,0,0.78,3.49,2.56,3.22,0,0,0.15,0,0.12,0.42
XM_050833502.1,0,0.77,0.92,0.43,0,0,0,0.52,0.68,0.61,0,0.53,2.4,0.76,0.26,0,0,0,0,0
XM_050833503.1,4.35,9.69,4.05,0,2.39,1.65,0,2.08,4.97,0,6.03,1.16,2.51,0,3.73,0,0,2.2,3.24,4.86
XM_050833504.1,2.13,3.05,2.28,0,0,0,1.43,0.81,0.71,0,0,0,0,0,0,0,0,0,1.12,0
XM_050833505.1,0,0,0,0.05,0.01,0,0.02,0,0,0.1,0,0,0,0.03,0,0.03,0.04,0,0,0
XM_050833506.1,0,0,0,2.32,0.35,0,1.29,0,0,4.03,0,0,0,2.78,0,3.13,4,0.53,0,0
XM_050833507.1,0,0,2.42,0,0,0,0,1.85,0,0,0,0,0,0,1.53,0,0,0,1.43,4.14
XM_050833508.1,4.09,6.24,0,0,0,0,0,0,0,0,0,4.16,0,0,0,3.5,4.43,0.86,0,0
XM_050833509.1,0.85,2.61,1.63,0,0,0.07,0.81,4.3,1.77,0,0.44,0,0,0,0,0.29,1.06,0,0.23,0.11
XM_050833510.1,2.2,2,2.25,5.18,8.77,10.19,6.46,17.42,10.51,10.53,12.56,1.55,0.22,5.79,3.97,5,4.99,1.32,4.88,1.81
XM_050833511.1,2.34,6.41,5.83,10.79,11.69,10.01,11.99,20.53,15.24,4.01,11.35,3.25,5.28,4.21,1.2,2.59,1.45,1.55,3.47,0.45
XM_050833512.1,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0
XM_050833513.1,0,0,0,0,0,0,0,2.1,0,0.62,1.49,0.62,0,0,0,0,0,0,0,0.7
XM_050833514.1,0,0.24,0.43,2.19,2.85,1.51,0.81,2.2,1.88,1.2,1.75,0.17,0.94,0.34,0.27,0,0,0.2,0,0
XM_050833515.1,0,0.19,0,0.54,0.36,1.26,0.5,0.38,0.77,0.28,0.48,0.35,0,0.09,0,0,0.18,0.25,0.28,0
XM_050833516.1,0.38,0,0,0.38,0.2,0,0.37,0.58,0.48,0,0,0,0.1,0.09,0,0,0,0,0,0
XM_050833517.1,0,0,0,0,0,0.37,0.39,0.18,0.78,0,0,0,0,0,0,0,0,0,0,0
XM_050833518.1,2.81,0,0,8.05,4.01,4.75,2.44,1.3,3.94,3.04,3.38,0,4.94,1.26,0.23,0.4,1.31,0,0,0.36
XM_050833519.1,0.63,0.33,0,0,4.06,0,0.62,0,0,9.16,0,3.38,0,2.21,0.66,0,0,2.05,0.61,0
XM_050833520.1,1.22,3.47,1.67,1.41,0,0.4,0,1.34,0,0.69,0.83,0.59,0.37,0,0,0.25,0,0.29,0,0
XM_050833521.1,28.79,69.92,43.99,24.15,23.94,87.88,124.04,72.74,53.06,22.11,43.27,354.46,189.53,313.68,16.34,16.57,24.33,20.13,29.15,31.14
XM_050833522.1,2.34,11.29,11.62,0.63,1.59,12.33,9.67,5.95,8.93,6.84,2.94,57.95,31.83,65.61,2.09,4.5,4.11,1.85,4.23,2.33
XM_050833523.1,7.12,21.24,12.83,2.63,0.58,0,0.51,1.58,1.12,0.3,0.68,0,0.3,0.23,0,0.62,0,0.19,0,0
XM_050833524.1,2.69,2.53,1.25,1.25,1.06,0.75,0.62,1.13,1.56,0,0.55,0,0,0,0.22,0.25,0.56,0,0,0
XM_050833525.1,7.58,1.89,6.42,3.57,5.67,3.96,3.51,5.16,6.69,3.53,6.51,2.29,1.66,2.22,1.42,0.87,1.16,0.96,3.24,1.95
XM_050833526.1,12.4,9.97,10.32,5.12,5.13,8.25,12.92,6.73,8.19,8.99,8.86,1.03,0.85,2.16,2.96,3.92,3.91,1.56,3.04,1.44
XM_050833527.1,0,0,0,1.13,1.12,0,0,0,0.75,0,0,0,0.55,0,0,0,0.3,0,0,0
XM_050833528.1,6.61,9.56,5.42,20.35,15.58,17.69,21.35,25.52,33.72,33.18,32.9,7.32,7.74,9.29,7.13,12.66,13.03,7.03,27.7,17.04
XM_050833529.1,0,0,0,64.63,65.99,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
XM_050833530.1,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
XM_050833531.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833532.1,0,0,0,1.2,1.27,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
XM_050833533.1,0,0.41,0.37,0,0.54,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
XM_050833534.1,0.27,0,0,138.98,154.67,0.18,0.07,0,0,0,0,0.02,0.01,0,0,0.01,0.02,0,0,0.01
XM_050833535.1,0.27,0,0,0.8,0,0,0.07,0,0,0,0,0.02,0.01,0,0,0.01,0.02,0,0,0.01
XM_050833536.1,17.98,35.38,24.51,50.35,41.9,28.03,43.42,48.14,51.91,40.09,53.51,11.01,17.03,12.24,8.43,37.51,16.26,14.8,29.59,19.17
XM_050833537.1,0.27,0,0,36.04,28.48,0,0.07,0,0,0,0,0.02,0.01,0,0,0.01,0.02,0,0,0.01
XM_050833538.1,0,0.08,0,0.33,0.78,1.11,3.21,0.71,2.73,1.18,1.6,0.54,3.93,1.76,1.35,0.92,2.34,0.53,0.49,0.16
XM_050833539.1,15.66,15.16,27.82,14.12,14.01,31.63,38.94,24.43,13.15,8.58,7.03,18.38,0.42,10.82,14.02,3.04,21.79,5.87,4.26,16.3
XM_050833540.1,14.59,26.9,14.73,8.3,8.24,5.16,4.32,7.63,10.45,3.85,10.61,0.61,0.22,0,2.69,0,1.8,0.74,3.8,0
XM_050833541.1,1.57,0.39,1.1,1.74,0.23,0,0.85,0.42,0.86,0,0.78,0,0,0,0,0,0.32,0,0.33,0
XM_050833542.1,0,0,0,0,0,0,0.32,0.99,0,0,0,0,0,0,0,0,0,0,0.75,0
XM_050833543.1,0,0.47,0.68,0,0,0,0,0,0,6.78,1.04,0.08,0.67,0.9,0,0.61,0.41,0.39,0,1.18
XM_050833544.1,4.81,4.71,10.93,2.39,2.49,2.63,2.77,3.08,2.92,0,0.4,1.06,0,0,0,2.69,3.44,1.29,0.44,1.48
XM_050833545.1,2.51,1.7,1.52,7.22,5.42,6.06,3.96,9.75,7.39,2.44,5.78,2.78,2.96,1.55,1.47,3.05,1.01,1.97,3.85,3.1
XM_050833546.1,0.57,1.93,1.37,5.98,5.22,0,0,0,1.64,0,0.34,0,0,0.27,0,0.3,0,0,0.37,0
XM_050833547.1,2.71,5.79,6.45,4.52,6.18,4.12,5.9,8.96,5.99,1.56,7.32,1.06,0.67,0.97,2.45,2.43,3.24,1.87,1.64,3.14
XM_050833548.1,0.12,0,0.17,0,0.1,2.22,2.75,3.16,0.15,0,0.15,20.6,5.36,14.36,0,0,0,0.26,0,0.53
XM_050833549.1,4.71,8.71,11.87,3.79,4.28,1.83,0,1.51,3.62,0,2.12,3.49,0,0,0.08,0.61,0,0.61,1.15,0
XM_050833550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833551.1,0.55,4.2,2.49,1.63,0,0,0,2.22,0.91,0,0,1.65,0.99,1.23,0.57,0,1.33,0,1.41,0.95
XM_050833552.1,3.14,9.12,1.45,2.07,2.2,3.53,3.86,3.08,1.47,1.92,2.32,13.24,10.76,7.23,0,0.31,0.02,0.2,0.44,0
XM_050833553.1,1.85,1.06,1.94,0.36,0,0,0,0.38,0,0,0.67,0,0.35,1.88,0,0,0,0,0,0
XM_050833554.1,0.33,3.33,4.25,1.3,1.31,1.17,1.31,2.05,3.72,0.46,1.37,0.83,1.28,0.58,0.55,0.8,0.76,0.35,0.98,0.78
XM_050833555.1,5.71,5.49,1.55,19.26,17.43,17.02,15.73,24.96,24.34,17.37,19.24,9.2,7.79,11.65,2.19,3.45,1.83,0.91,4.33,1.41
XM_050833556.1,10.91,38.53,8,5.74,6.24,12.79,14.4,8.52,29.04,9.33,16.24,5.14,2.97,4.36,2.7,8.22,3.48,2.72,8.37,1.15
XM_050833557.1,0,0,0,0,0,0.74,1.93,0,0,0.56,0,0,0,0,4.88,1.78,3.77,3.26,0.89,0
XM_050833558.1,1.04,0,0,1.3,1.14,2.23,0.33,0.84,0.81,1.35,2.09,0.27,0,0.29,0.8,0.6,0.45,1.91,0.57,0.17
XM_050833559.1,0.3,2.15,1.37,0.14,0.36,0,0,0,2.66,1.16,2.09,0.53,0,1.03,0,0.33,0.13,0,0.41,0
XM_050833560.1,0,0,0,0,0.92,2.92,0,5.68,1.79,1.38,0,0,0,0,0,0.89,0.95,0,0,0
XM_050833561.1,0,1.34,0,4.42,0,0,2.64,1.94,3.5,0,0,0,0,0,3.98,0,0,4.82,0,0
XM_050833562.1,0.98,0,0.81,5.51,6.61,8.82,0,0,0,4.26,4.75,1.28,0.75,0.27,0,6.14,3.16,7.93,7.7,7.88
XM_050833563.1,0,0,0,1.99,1.56,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833564.1,11.71,25.4,12.53,28.35,32.99,19.18,16.49,23.7,30.35,35.5,29.47,10.15,9.57,12.21,8.4,10.61,9.24,6.81,16.96,12.75
XM_050833565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833566.1,1.96,5.29,3.45,2.58,3.97,2.68,3.28,5.25,4.73,1.9,3.4,10.32,0.92,7.84,0.39,0.85,1.03,0.25,1.6,1.5
XM_050833567.1,0,0.14,0,0,0,0.28,0,0.43,0,0,0,0,0,0,0,0.05,0,0,0,0
XM_050833568.1,0,0,0,0,0.29,0.31,0.33,1.19,1.64,0.49,0,0,0,0.42,0,0,0,0,0,0
XM_050833569.1,0,0,0,0.74,0.45,0.82,0.76,0.98,1.91,0,2.13,0.32,0.4,0,0.06,0.1,0.35,0,0.1,0.11
XM_050833570.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833571.1,0.26,0.67,0.49,75.28,69.72,48.1,20.83,77.19,35.19,24.34,44.44,2.9,4.61,2.92,4.21,10.51,2.4,1.95,9.03,1.43
XM_050833572.1,0,0,0,47.35,45.47,30.71,13.08,43.89,25.45,12.82,27.96,1.17,1.48,0.44,0.86,3.13,1.3,1.75,3.94,0
XM_050833573.1,0.77,0,0,0,0,0,0,0,0,0.41,0,0,0,0.37,0,0.39,0,0,0,0
XM_050833574.1,0,0.9,0,0,0,0.69,0,0,0.33,0,0.58,0,0.33,0,0,0,0,0,0.35,0
XM_050833575.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833576.1,0,3.88,2.28,0.89,0.86,1.47,0.8,2.99,2.83,0,0,0.38,0.59,0.79,0,0,0.76,0.22,0,0
XM_050833577.1,2.33,2.69,0.98,0.93,0.94,1.46,2.77,3.43,4.27,0.5,5.11,1.4,0,0,0.78,0.99,0.65,0.05,2.16,1.44
XM_050833578.1,0,0,0,0,0,0.29,0.08,0,0,0,0,0.27,0,0.4,0,0.16,0,0,0,0
XM_050833579.1,0,0,0,0.31,0.54,0,0.61,0,0,0,0,0,0.51,0,0,0,0.62,0.45,0,0
XM_050833580.1,6.44,6.64,11.56,5.58,4.88,3.91,4.89,2.67,6.6,0,0,4.4,0,0,0.87,0,0,1.37,0,0
XM_050833581.1,0,0,0,0,0,0,0,0,0,6.86,7.47,0,6.1,3.34,0,1.16,1.88,0,0.85,1.18
XM_050833582.1,0.14,0,0,0.58,1.01,0.49,0.48,2.68,1.85,0.71,0.61,0.83,0.6,1.64,0.88,0.99,0,1.03,1.76,1.61
XM_050833583.1,1.56,0.8,1.01,7.35,6.75,0.28,0.9,0.8,1.18,0.61,0.53,0.39,0.16,0.17,0,0.1,0,0,0.1,0.15
XM_050833584.1,6.32,10.35,3.28,29.86,30.42,9.57,20.83,16.61,24.05,8.59,9.11,0,0,2.83,0,4.03,0,0,0,2.56
XM_050833585.1,10.31,1.19,6.03,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0
XM_050833586.1,10.46,1.53,0,3.36,1.64,5.99,1.06,3.39,2.77,3.45,15.12,4.22,4.96,0,5.2,0,3.45,2.06,7.17,0
XM_050833587.1,0,0,0,1.41,1.55,0.74,1.16,1.12,0.57,0,0.51,0,0,0,0,0,0.09,0,0,0
XM_050833588.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
XM_050833589.1,0.12,0,0,0.22,0,0,0,0,0,0.47,0,0.16,0.17,0.12,0,0.03,0,0,0,0.13
XM_050833590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833591.1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833592.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833593.1,0,0.1,0.03,0,0.08,0.06,0,0,0,0.06,0,0.06,0,0,0.06,0,0.05,0,0.12,0
XM_050833594.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833595.1,0,0.05,0,0,0,0,0,0,0,0,0.11,0.06,0,0,0,0,0,0,0,0
XM_050833596.1,0,4.5,1.21,0,0.86,0.52,0,0,0,0.77,0,0,0.61,1.8,0.82,0.58,0,0,0,0.87
XM_050833597.1,113.38,125.91,177.94,38.02,42.45,29.2,30.44,33.87,60.19,22.09,50.5,15.33,16.22,12.93,11.6,23.72,13.69,6.35,33.14,18.58
XM_050833598.1,0,0,0,0.84,0.88,2.93,3.71,5.5,0,1.75,0.97,0.83,0.67,2.57,0,0,0.97,0.85,1.41,2.58
XM_050833599.1,0.1,0.21,0.07,0.21,0.13,0.29,0.34,0.37,0.25,0.25,0.48,0.19,0.08,0.1,0,0.03,0.07,0.12,0,0.26
XM_050833600.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833602.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833603.1,25.94,47.95,39.65,21.96,20.25,16.66,21.13,15.47,15.14,14.07,17.4,10.89,5.27,5.42,2.82,4.12,2.57,4.7,3,4.67
XM_050833604.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833605.1,0,0,0,0.37,0,0.14,0,0,0.79,0,0.75,0.12,0,0.41,0,0,0.11,0,0,0
XM_050833606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
XM_050833607.1,0.14,0,0.12,0,0.37,0.22,0.33,0.57,0.43,0.34,0.06,0.35,0.18,0,0.06,0.05,0,0,0.1,0.06
XM_050833608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833609.1,3.21,1.85,4.03,1.96,1.32,1.75,0,0,2.49,0,2.06,0.8,1.15,0.7,0,0.98,0.86,0.53,0.35,0.19
XM_050833610.1,0,2.9,0,1.4,1.9,0,1.96,2,0,2.44,0,0,0,0,0.49,0,0,0,0,0
XM_050833611.1,0,0.17,0,1.94,1.15,2.81,2.87,4.1,4.11,1.72,4.23,1.31,1.05,1.14,0.33,0.21,0.74,0,0,0.21
XM_050833612.1,0.02,0,0,0,0.19,0.85,0.31,1.82,0.87,0.3,1.16,0,0,0.39,0,0,0,0.01,0.33,0
XM_050833613.1,7.45,0.76,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,1.07,0,0,0
XM_050833614.1,4.38,7.68,8.95,1.81,2.31,1.19,2.12,1.92,4.46,0.45,2.6,0.81,0.78,0.95,0.34,0.82,0.66,0.28,1.86,1.56
XM_050833615.1,3.24,2.53,2.37,926.76,1050.72,117.2,40.54,60.47,2.68,0.68,2.47,0.09,0.47,0.66,0.42,0.07,0.08,0.42,0.1,0.57
XM_050833616.1,3.53,3.13,4.61,1.13,1.03,0.99,0.78,1.16,1.03,1.03,1.4,1.35,3.04,0.71,0.75,0.24,1,0.69,1.37,0
XM_050833617.1,0.59,0.79,0.42,0.38,0.21,0.33,0,0,0,0.35,0,0,0,0,0,0.24,0,0,0,0
XM_050833618.1,1.2,3.2,1.18,0.76,0,0.68,0.13,0.59,1.08,0,0.47,0,0,0,0.26,0,0.34,0.2,0,0.98
XM_050833619.1,0.6,0,0.4,0,0.21,0,0,0,0,0,0,0,0,0,0.26,0.25,0,0,0,0
XM_050833620.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833621.1,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.19,0,0,0
XM_050833622.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
XM_050833623.1,0.05,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.2,0,0
XM_050833624.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0
XM_050833625.1,0,0,0.06,0.27,0.11,0.25,0,0.1,0.14,0.18,0,0.5,0,0.21,0,0,0,0,0,0.34
XM_050833626.1,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0
XM_050833627.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833628.1,66.26,51.5,55.68,24.1,24.78,6.67,4.29,7.23,7.93,3.93,6.54,2.25,1.78,5.93,1.87,3.11,2.37,3.34,3.65,1.81
XM_050833629.1,0,0.12,0.06,0.09,0.16,0.16,0.11,0.43,0,0,0.18,0,0.56,0,0,0,0,0.12,0,0
XM_050833630.1,0,0,0,0,0,0.08,0,0,0,0,0.16,0,0.11,0,0.03,0,0,0,0,0
XM_050833631.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833632.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.26,0
XM_050833633.1,0.35,0.36,0.06,0,0.21,0.01,0.22,0.27,0.27,0,1.01,0.57,0,0.2,0,0,0.11,0,0,0
XM_050833634.1,0.14,0,0,0.38,0.51,0.16,0.24,0.34,0.85,0.46,0.19,0,0,0.29,0,0,0.14,0,0,0.12
XM_050833635.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833636.1,0,0.42,0,0,0,0,0,0,0,0,0,0,0.44,0.11,0,0,0,0,0,0
XM_050833637.1,0,0,0,0,0.04,0.06,0,0.14,0.11,0.08,0.13,0.05,0,0,0.13,0,0.08,0,0.1,0.09
XM_050833638.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833639.1,0,0,0,0,0,0,0,0.1,0.14,0,0,0,0,0,0.12,0,0,0,0,0
XM_050833640.1,0.04,0.76,0.73,0.48,0.27,0.21,0.95,0.62,0.98,0.24,0.49,0,0.09,0.18,0.28,0.11,0.16,0,0,0
XM_050833641.1,0.13,0,0,0,0.08,0,0,0,0,0,0.7,0,0.38,0.22,0,0,0,0,0.3,0.1
XM_050833642.1,0,0.3,0,0.14,0,0.23,0,0.35,0.58,0,0,0.31,0,0,0,0,0,0,0,0
XM_050833643.1,0,0.74,0.82,0.63,0.32,0.31,0.63,1.84,1.68,0.2,0.7,0,0,0,0,0.32,0,0.35,0.36,0.32
XM_050833644.1,1.09,0,0,4.1,7,5.14,3.85,2.47,2.24,0,3.55,35.43,34.55,16.39,4.34,0.65,2.49,2.95,3.18,3.61
XM_050833645.1,0,0,0,0,0.07,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833646.1,5,9.17,10.06,3.48,3.7,3.59,3.21,7.72,10,3.59,8.69,2.73,3.01,2.47,0.9,0.79,1.09,0.11,3.32,2.51
XM_050833647.1,1.39,3.21,2.2,0.01,0.36,0.79,0.01,0.83,1.46,0.01,0,0,0.61,0,0,0.28,0,0,0,0
XM_050833648.1,0,1.66,0,0.08,0.75,0.41,0.08,0.85,0.99,0.07,2.01,0.04,0.63,0.81,0.01,0,0.01,0,0.02,0.61
XM_050833649.1,0,0,0,0.99,0,0,1.16,0,0,0.84,0,0.87,0,0,0.19,0,0.23,0.13,0.45,0
XM_050833650.1,0,0,0,0.08,0,0,0.08,0,0,0.07,0,0.04,0,0,0.01,0,0.01,0,0.02,0
XM_050833651.1,0,0,0,0,0,0.81,0,0,1.93,0,0.91,0,0,0.72,0,0,0,0,0,0
XM_050833652.1,0.08,0.29,0.27,0.73,0.76,0,0.65,0.96,0,0.62,0.93,0.78,0.4,0,0.03,0.03,0.06,0.05,0.07,0.04
XM_050833653.1,0,0,0,0,0.3,1.49,1.76,1.58,2.35,4.27,3.53,6.7,3.89,6.61,0.67,0.51,0.33,1.03,1.27,0.48
XM_050833654.1,13.61,19.75,16.29,27.55,27.38,15.85,13.5,17.6,18.09,12.47,14.65,5.77,7.31,4.98,4.61,6.76,4.89,7.22,7.95,6.75
XM_050833655.1,0,0,0,0.54,0.42,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833656.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833657.1,0,0,0,0,0,0,0.28,2.51,1.97,0.27,2.3,0,0.27,0.16,0,0,0,0,0,0
XM_050833658.1,0,0,0,0.32,0.08,0.09,0.38,0.67,0.91,0.13,0.35,0.16,0.23,0.25,0,0,0,0,0,0
XM_050833659.1,0,0,0,0,0,1.26,0.67,0.8,1.1,0.89,2.42,0,0,0,0,0,0,0,0,0
XM_050833660.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050833661.1,0.05,0.74,0.16,1.63,1.17,1.22,0.86,3.34,3.53,1.28,0.52,0.58,0,0.44,0.17,0.09,0.46,0.03,0.29,0.38
XM_050833662.1,0,0,0,0.11,0.17,0.09,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0
XM_050833663.1,0,0,0,0,0,0,0.57,0,0.78,0,0,0,0,0,0,0,0,0,0,0
XM_050833664.1,28.99,31.12,35.57,15.48,14.98,7.99,7.47,11.28,12,8.03,10.96,3.63,3.59,2.65,2.49,3.89,2.78,3.3,2.96,2.49
XM_050833665.1,12.64,21.12,22.49,6.37,3.28,6.72,3.77,6.22,4.64,4.65,4.95,1.06,3.8,2.48,1.89,2.11,1.52,0,2.11,1.69
XM_050833666.1,0,0.71,0.65,3.12,0,0,0,5.09,2.76,1.09,0,0,0,0,0,0,1.88,0,0.01,0.03
XM_050833667.1,9.28,11.19,11.01,7.99,9.7,4.56,8.46,11.45,12.07,2.88,9.06,4.32,1.85,2.86,0,1.56,2.05,2.4,3.27,2.57
XM_050833668.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
