transcript_id,egg_1,egg_5,egg_7,zoea_1,zoea_2,megalopaS_01,megalopaS_02,megalopaS_04,megalopaF_2,megalopaF_5,megalopaF_6,larvaeI_1,larvaeI_2,larvaeI_3,larvaeIII_1,larvaeIII_2,larvaeIII_3,larvaeV_2,larvaeV_4,larvaeV_6
XM_050829799.1,0.46,0.58,1.26,0,0.28,0,0,0,0.1,0,0,0,0,0,0,0,0.22,0,0,0
XM_050829800.1,0,0,0,0.15,0.25,0.37,0,0.46,0.86,0,0,0,0,0,0,0,0.21,0,0,0
XM_050829801.1,1,2.12,0.52,3.46,0.67,1.44,0,1.55,0.37,0,1.53,0,0.5,0.23,0.46,1.84,1.56,0,2.37,0.79
XM_050829802.1,0,0,0,0,1.69,0,0.92,0,0,0,0,0.51,0,0,0.4,0,0.28,0,0,0
XM_050829803.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.29
XM_050829804.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829805.1,33.36,31.38,34.58,17.42,16.13,12.09,7.16,9.08,11.68,0.74,12.41,16.15,17.83,15.96,12.35,34.85,13.23,24.13,4.37,5.74
XM_050829806.1,0,0,0,0.71,2.42,0,1.69,0.82,0.48,0.94,0,0,0,1.79,0,0,0.47,0,0,0
XM_050829807.1,0,0,0,1.36,0,0.93,0,1.13,2.65,0,2.41,1.49,0.94,0,0.18,0.1,0,0.1,0,0
XM_050829808.1,0.12,0.1,0.08,0.2,0,0.53,0.22,0,0.09,0.17,0,0,0,0,0,0,0,0,0.03,0.13
XM_050829809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829810.1,14.38,12.96,11.73,12.49,12.63,6.95,7.37,9.95,13.03,10.42,13.23,4.39,6.1,5.18,1.09,4.8,1.24,1.06,4.08,2.8
XM_050829811.1,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0
XM_050829812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829813.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829814.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829815.1,0.05,0.23,0.53,0,0.28,0.18,0.22,0.4,0,0,0,0.11,0.29,0.1,0.08,0.2,0.21,0.09,0.18,0.24
XM_050829816.1,0,0.23,0,0,0,0,0,0,0.17,0,0,0,0,0.1,0,0,0,0,0,0
XM_050829817.1,0,0,0,2.24,2.17,0,4.22,3.52,0,2.62,3.3,0.54,1.21,0,3.55,2.4,0.88,3.76,5,2.54
XM_050829818.1,0.25,0.38,2.54,1.69,0.17,1.53,2.1,1.63,2.57,0.76,1.76,1.09,1.84,1.38,0.14,0,0.52,0.05,0.84,0
XM_050829819.1,0.66,0.69,0.88,1.47,1.6,3.08,0,1.53,2.58,0,0,1.24,0,1.19,0,0,1.15,0,0,1.43
XM_050829820.1,0,0,0.21,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829821.1,1.04,2.12,1.73,0.44,0.11,0.11,0,0.31,0.11,0,0,0.07,0,0.08,0,0.06,0,0,0.13,0.05
XM_050829822.1,0.26,0.18,0,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
XM_050829823.1,2.01,1.98,2.01,0,0.23,0,0,0.07,0.15,0,0.1,0,0,0,0,0.01,0.11,0.11,0,0
XM_050829824.1,0,0.24,0,0,0,0,0.09,0,0.03,0.06,0,0,0.06,0,0.04,0.06,0,0,0.09,0.05
XM_050829825.1,17.55,31.26,14.71,18.92,14.11,11.57,9.45,18.72,12.19,8.88,14.21,4.31,5.57,5.28,2.48,6.98,7.61,5.14,13.08,10.41
XM_050829826.1,0,0,0,1.55,0,1.08,1.83,1.65,0.77,0,0,0,0.58,1.04,0.47,0.73,0,0,0,1.04
XM_050829827.1,0,0,0,0.09,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0
XM_050829828.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829829.1,1.53,3.32,2.2,1.22,1.31,0.35,0.37,1.98,0.61,0.47,0.5,0.26,0,0.31,0,0.32,0.34,0.87,0.25,0.5
XM_050829830.1,0,0.13,0.17,0.04,0.11,0.11,0.03,0.15,0.27,0.02,0.18,0.02,0,0.02,0,0,0,0,0.04,0
XM_050829831.1,0,0,0.13,357.28,421.85,237.72,199.25,238.87,300.67,529.82,328.96,47.03,55.92,62.25,539.15,243.54,365.63,291.51,262.24,302.01
XM_050829832.1,0,0.09,0,0,0,0,0,0.08,0.05,0,0,0,0,0,0,0.05,0.06,0,0.04,0
XM_050829833.1,28.08,52.86,72.68,13.06,15.73,28.25,29.2,56.39,28.46,8.36,20.27,35.18,26.51,33.8,4.11,3.84,6.57,8.38,7.49,7.26
XM_050829834.1,0.24,0,0.4,0,0,0,0,0,0,0,0,0,0.29,0,0.21,0,0,0,0,0
XM_050829835.1,4.93,9.94,11.58,6.71,6.94,5.99,6.22,10.59,14.06,3.91,10.41,2.62,2.69,2.26,1.49,1.99,1.83,1.54,2.76,2.44
XM_050829836.1,10.51,27.15,12.05,20.79,16.17,32.03,38.4,59.24,46.05,21.99,36.95,65.13,56.33,59.4,8.98,15.81,13.92,12.25,33.92,22.07
XM_050829837.1,0.3,0.38,0.3,0.94,0.97,0.81,1.26,1.69,1.71,0.69,1.08,0.49,0.51,0.22,0.14,0.18,0.2,0.19,0.19,0.15
XM_050829838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829840.1,0.1,0.16,0.07,1.36,1.48,39.66,50.09,50.95,1.29,1.77,1.7,200.07,73.65,158.33,1.51,0.44,44.52,32.34,0.23,59.46
XM_050829841.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829842.1,0,0.44,0,0,0,0,0.6,0,0,0,0,0.53,0,0,0.05,0,0,0,0,0
XM_050829843.1,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0
XM_050829844.1,0,0.07,0,0,0.15,0,0,0.12,0,0,0,0,0,0.06,0.1,0,0,0,0,0
XM_050829845.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829846.1,0,0,1.2,0,0,0.27,0.78,0,0,0,0.43,0.18,0.47,0,0,0,0.4,0.31,0.23,0.36
XM_050829847.1,0,0,0,0,0.16,0.06,0.06,0,0,0,0,0,0.07,0,0,0,0,0,0,0
XM_050829848.1,0.07,0,0.18,0.12,0.32,0.15,0.31,0.44,0.6,0.14,0.19,0.21,0.11,0.34,0,0.04,0.05,0,0,0.07
XM_050829849.1,7.07,9.27,15.02,7.43,6.67,4.92,5.11,6.63,2.74,1.81,3.28,4.88,4.77,2.79,0.65,1.6,2.87,1.85,0.66,2.89
XM_050829850.1,0,0.18,0.23,0.15,0,0.13,0.41,0,0,0,0,0,0,0,0,0,0.12,0.22,0,0
XM_050829851.1,0.35,0.44,0.36,0.17,0.09,0,0.06,0,0.53,0.29,0.34,0,0,0.14,0.33,0.36,0.37,0,0.57,0.1
XM_050829852.1,0.33,0.92,0.22,0.26,0.16,0.11,0.18,0.43,0.2,0.16,0,0.03,0.05,0.19,0.03,0.02,0.12,0,0.08,0
XM_050829853.1,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0
XM_050829854.1,33.13,13.35,9.47,9.89,11.73,5.02,4.61,3.83,4.94,5.18,4.78,3.07,1.03,3.87,1.98,1.25,2.75,1.35,0.83,1.54
XM_050829855.1,0.11,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0
XM_050829856.1,0,0,0,0,0,0,0,1.23,0.77,0,0.9,0,0,0,0,0,0,0,0.38,0
XM_050829857.1,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829858.1,0,0.13,0.06,0,0,0,0,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0
XM_050829859.1,52.3,40.26,43.07,28.99,29.34,18.38,17.4,19.18,18.52,22.63,20.73,4.01,5.57,3.34,10.82,11.64,11.37,11.21,13.2,13.93
XM_050829860.1,11.49,26.73,5.12,20.59,19.2,35.32,29.63,28.15,38.2,49.76,52.81,22.47,26.06,23.22,129.09,110.83,127.23,53.32,63.79,53.18
XM_050829861.1,7.04,9.2,8.6,9.36,8.49,10.9,20.94,24.55,39.21,24.44,26.64,7.88,23.7,11.16,76.24,92.04,71.18,15.06,38.79,32.21
XM_050829862.1,1.76,1.52,1.12,4.25,4.83,6.28,7.24,6.03,8.09,7.74,6.99,3.99,3.4,2.41,7.4,5.34,5.67,9.36,5.61,5.69
XM_050829863.1,0,0.64,0,0.24,0.23,0.75,4.35,0.89,2.19,1.88,0,0,1.32,0,0,0,0.29,0,0.43,0
XM_050829864.1,0,0,0,322.74,357.04,0.21,0.32,0.03,0.08,0.07,0.31,0.7,0.16,0.19,0.05,0,0,0,0.03,0
XM_050829865.1,0,0,0,38.03,39.79,0.06,0.02,0,0,0,0.04,0,0,0,0,0,0,0,0,0
XM_050829866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829867.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829873.1,0,0,0.78,0,0.02,0,0,0.44,0,0,0,0,0,0,0,0.34,0,0,0,0
XM_050829874.1,1.17,1.83,0,1.79,4.66,6.84,11.61,8.3,15.64,0,5.84,0.87,2.95,1.48,0.6,4.75,0.9,0.69,3.16,1.93
XM_050829875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829878.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829880.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829881.1,0,0,0,0.23,0.1,0,0.17,0.28,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829882.1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0
XM_050829883.1,0,0,0,0.08,0,0,0,0.11,0.3,0,0,0,0,0,0,0,0,0,0,0
XM_050829884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829885.1,1.17,1.83,0,1.79,0,6.84,0.4,8.3,0,7.5,5.84,0.87,0,1.48,0.6,0,0.9,0.69,3.16,1.93
XM_050829886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829887.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829888.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829889.1,0,0.24,0,0.87,0.18,0.43,0.5,1.58,1.61,0.34,0.8,0.24,0,0,0,0,0.28,0.03,0,0
XM_050829890.1,0,0,0,0.41,0.18,0.14,0,0.08,0,0,0,0,0,0.12,0,0,0,0,0,0
XM_050829891.1,0,0,0,0.06,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0
XM_050829892.1,0.08,0,0,0.18,0.53,0.26,0.11,0.37,0.38,0,0.49,0,0.15,0,0.09,0,0,0,0,0
XM_050829893.1,0,0,0,0.13,0,0.43,0.1,0.09,0.1,0,0.19,0,0.12,0,0,0,0,0,0,0
XM_050829894.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0
XM_050829895.1,0.05,0.09,0,0.59,1.06,0.53,0.99,2.28,2.76,0.38,1.43,0.26,0.31,0.19,0.05,0.06,0.11,0,0,0
XM_050829896.1,0,0,0,1.36,1,6,7.21,4.73,7.74,4.66,13.63,0.88,1.33,1.45,0.46,0,0.84,0,0.48,1.53
XM_050829897.1,0,0,0,0,0,0,0.83,0,0,0.39,0,0.04,0.12,0.2,0,0.06,0,0,0,0.18
XM_050829898.1,0.06,0.28,0.24,0.3,0.21,0.46,0.52,1.56,2.13,0.1,0.98,0.09,0.14,0.1,0.12,0.04,0.28,0,0.06,0.06
XM_050829899.1,0,0,0,0,0.3,0,0.36,0.1,0.03,0,0,0.4,0,0,0,0,0,0,0,0
XM_050829900.1,0.35,0.64,0.89,0.27,0.48,0.58,0.37,0.9,1.71,0,1.66,0,0.36,0.59,0.08,0,0.11,0,0,0
XM_050829901.1,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0.1,0,0,0
XM_050829902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
XM_050829903.1,0,0,0,0.13,0,0.64,0,1.02,0.63,0,0,0,0,0,0,0,0,0,0,0
XM_050829904.1,5.84,10.44,9.19,3.5,0.82,1.6,5.29,0.01,3.58,5.19,6.38,4.58,3.01,2.63,0.96,1.29,0.89,0.96,1.79,0.18
XM_050829905.1,0.68,0.17,0,3.78,4.24,5.79,5.64,7.41,10.51,2.97,6.72,1.14,1.46,1.54,0.2,0,0.74,0,0.08,0.38
XM_050829906.1,0,0,0,0,0,0.39,0.69,0.42,1.84,0.61,0.84,0,0.29,0.34,0,0.3,0,0.47,0,0.59
XM_050829907.1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829908.1,10.59,12,10.97,8.78,11.68,10.7,11.49,15.26,16.77,11.34,15.58,5.87,5.2,8.63,2.02,2.57,3.64,1.67,0.85,3.1
XM_050829909.1,0,0,0,0.71,0.51,0.75,0.58,0.48,1.7,1.53,1.66,0.58,0.37,0.3,0.4,0.2,0.58,0.23,0.14,0.15
XM_050829910.1,3.82,5.25,6.17,0,0.82,0.5,0.8,1.35,0,0,3.23,0.64,0,0.36,0,0.33,0.27,0,0.97,0
XM_050829911.1,0,1.13,1.11,0,0.21,0.06,0.56,0,4.58,0,0,0,1.27,0,0,0,0,0,0,0.66
XM_050829912.1,0.57,4.94,3.01,2.78,1.33,2.02,0.58,3.61,0,0,3.1,0.52,0,0.81,0.61,0.4,0.91,0.37,0.74,0
XM_050829913.1,0,1.02,0.52,0,0.35,0.26,0.39,0,1.65,0.86,0,0,0,0,0,0,0,0,0,0.74
XM_050829914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829915.1,2.55,2.65,4.48,4.96,4.77,8.58,13.73,12.9,6.87,4.21,10.03,1.63,4.28,1.93,1.34,1.16,1.01,0.84,2.67,2.89
XM_050829916.1,2.5,4.61,3.85,1.53,2.06,1.21,1.34,3.48,1.92,0.58,3.06,0.88,0.92,0,0,0.19,0,0.35,0.51,0.38
XM_050829917.1,5,13.28,9.39,2.68,2.64,2.17,3.07,5.66,4.94,1.31,3.43,1.28,1.26,0.64,0.45,0.53,0.7,0.38,0.93,0.97
XM_050829918.1,9.43,15.54,9.44,2.84,2.17,2.21,2.24,3.57,5.05,3.92,3.25,1.04,1.61,1.19,0.17,0.77,0.78,0.78,2.03,1.59
XM_050829919.1,24.38,15.28,33.26,18.23,18.24,13.49,15.96,10.74,18.7,12.81,18.63,7.14,6.63,5.14,3.41,4.89,5.02,2.17,2.14,3.61
XM_050829920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829921.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829922.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829923.1,0,0.16,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829924.1,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829925.1,0,0,0.06,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
XM_050829926.1,18.12,31.37,22.62,10.22,9.08,5.51,5.11,6.71,8.87,5.04,8.3,2.85,2.02,1.95,0.81,1.39,1.28,0.99,2.38,2.38
XM_050829927.1,14.84,17.1,16.45,8.32,6.85,5.04,4.88,8.31,9.93,8.28,12.21,1.15,1.41,1.73,4.07,4.38,4.39,4.24,5.63,3.64
XM_050829928.1,31.09,43.54,42.76,22.53,21.61,14.21,14.97,21.92,32.88,19.52,28.67,4.85,4.39,3.6,11.11,16.19,13.15,11.61,16.22,9.4
XM_050829929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829930.1,24.33,19.84,19.9,8.21,13.29,9.98,5.45,7.48,15.28,4.25,13.01,3.44,1.09,2.98,1.05,4.1,2.75,3.84,2.86,0.8
XM_050829931.1,183.35,143.99,121.37,77.4,90.14,34.96,50.51,47.62,34.68,31.2,40.68,22.24,10.26,16.03,11.13,15.82,6.04,21.74,17.34,38.3
XM_050829932.1,58.28,61.11,46.17,11.11,11.65,15.82,13.41,22.96,41.56,35.03,37.71,6.67,8.07,8.27,3.73,5.94,10.11,1.05,6.34,4.8
XM_050829933.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829935.1,15.52,26.1,19.48,6.09,5.12,5.04,3.8,11.03,7,3.94,6.47,3.12,3.04,1.12,1.33,2.05,0.28,1.18,2.03,0.75
XM_050829936.1,16.47,33.76,34.13,2.92,4.27,1.92,1.6,2.98,6.66,3.23,5.98,0,0.63,0.72,0,0.4,0.29,0,2.13,0.72
XM_050829937.1,9.55,16.09,19.24,3.2,4.64,3.11,4.95,5.29,6.98,1.35,6.78,2.48,1.24,0.9,0.62,0.43,1.58,1.08,1.21,1.38
XM_050829938.1,0,0,0.73,1.36,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829939.1,18.34,18.5,19.84,30.51,32.35,17.95,19.94,23.41,15.69,7.56,16.65,5.11,6.07,5.01,1.98,3.19,4.74,2.04,2.75,2.58
XM_050829940.1,0,0,0,0.72,0,0,0.52,0,0.39,0,1.21,0,0,0,0,0.54,0,0,0,0
XM_050829941.1,0,0,0,1.03,0,1.5,0,1.47,4.07,0,1.85,0,0.72,0.78,0.56,0,0,0.26,0.71,0.13
XM_050829942.1,0.59,1.87,0,1.32,0,0.38,0.58,0,0,0,0,0,0.54,0,0,0,0,0.29,0,0
XM_050829943.1,0,0,0,0.17,0,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0.18,0,0
XM_050829944.1,7.96,21.23,22,7.78,10.22,7.75,10.87,20.39,20.11,3.96,15.56,5.02,4.97,3.12,1.36,2.34,2.44,0.43,2.85,3.15
XM_050829945.1,0.09,0,0,0,0.38,0,0,0,0,0.76,0,0,0,0.29,0,0.48,0.14,0.12,1.32,0.3
XM_050829946.1,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829947.1,0.16,0.3,0.06,0.14,0.23,0.69,0.49,0.92,0.69,0.85,1.22,0.16,0.17,0.41,0,0.14,0.03,0.08,0.11,0
XM_050829948.1,0.05,0.28,0.04,1.8,1.52,8.28,5.02,14.21,2.13,5.39,4.06,1.61,5.78,1.94,5.64,13.14,8.37,5.14,10.39,6.44
XM_050829949.1,0.05,0,0.04,2.58,3.04,19.49,13.48,21.16,13.23,8.54,10.82,5.14,8.51,1.56,15.03,17.6,8.96,6.31,12.64,15.59
XM_050829950.1,20.37,31.48,19.21,11.01,8.67,5.19,4.74,8.87,7.04,2.83,6.06,2.23,1.66,1.23,1.77,2.19,2.28,2.13,4.69,3.55
XM_050829951.1,0.55,0.29,0.27,2.06,2.2,0.68,1.03,0.67,3.17,2.04,4.11,0.43,0.37,1.14,0.25,1.04,0.62,0.37,1.4,0.73
XM_050829952.1,1.35,2.66,2.79,0.99,0.82,0.95,0.96,1.41,2.08,0.58,1.09,0.19,0.09,0.25,0.22,0.35,0.28,0.13,0.16,0.26
XM_050829953.1,9.57,16.28,7.09,1.55,1.66,2.58,0.68,0,1.13,0,1.25,0,0,0.89,0.68,1.78,2.07,1.12,3.28,1.75
XM_050829954.1,1.14,2.29,1.74,0.72,0.89,0.6,0.69,1.72,1.23,0.64,1.06,0.53,0.29,0.41,0.53,0.37,0.39,0.17,0.32,0.43
XM_050829955.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829956.1,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0.33,0,0,0
XM_050829957.1,0,0,0,0,4.21,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0
XM_050829958.1,8.38,0,8.5,4.6,0,2.05,3.88,3.8,4.58,5.9,5.96,0,1.91,0.62,1.58,2.62,0,1.07,0.31,0
XM_050829959.1,0.16,0.17,0.13,0.32,0.59,0.09,0.19,0.11,0.54,0,0.16,0,0,0.13,0,0.01,0,0,0,0
XM_050829960.1,0,0,0,18.71,17.85,15.67,15.99,28.01,2.74,0.75,2.78,0.04,0,0,0.01,0,0.03,0.01,0.01,0.02
XM_050829961.1,4,3.05,0.71,0,0.61,0,0.49,0,0,0.2,0,0.71,0,0.9,0,0,0,0,0,0
XM_050829962.1,4.45,8.79,5.84,1.64,1.56,2.5,0.73,1.57,1.3,0.84,0.64,0.11,0,0.3,0,0,0.53,0,0.28,0
XM_050829963.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829964.1,0,0,2.6,3.33,2.83,1.55,2.86,4.23,3.63,1.67,2.81,0,0,0,0.39,0.29,0,0.1,0,0.27
XM_050829965.1,1.43,1.13,0,1.21,0.43,0,0.59,1.28,0,0,0,2.71,0.85,0,0,0,0,0,0,0.53
XM_050829966.1,0,0,0,0.62,0,1.33,0,1.33,0,1.14,0,0.53,0,0,0,0.26,0,0,0,0
XM_050829967.1,0.02,5.87,6.41,2.32,3.43,2.95,5.6,2.65,5.86,2.23,6.16,5.68,4.55,7.49,2.54,0.7,2.6,1.78,2.08,1.86
XM_050829968.1,4.22,2.47,0,0.8,2.02,0,0,1.41,1.22,0.77,0,1.48,3.82,1.32,0,1.07,0.89,0,0.85,0.64
XM_050829969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829970.1,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829971.1,0.26,0.84,0.32,0.06,0.21,0.29,0.45,0.21,0.07,0.1,0.39,0.39,0.15,0,0,0.02,0.08,0,0.03,0.13
XM_050829972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829973.1,0,0,0.13,0,0,0.28,0.25,0,0,0.63,0,0,0,0.49,0,0,0,0,0,0
XM_050829974.1,0.11,0.28,0,0.49,0.39,0,0.2,0.56,1.29,0.24,0.79,0.59,0.16,0,0,0.38,0,0.14,0,0
XM_050829975.1,9.72,17.44,17.03,3.58,3.3,5,4.49,7.99,7.84,2.98,9.15,1.86,1.42,1.68,0.81,1.79,1.55,0.7,3.94,3.16
XM_050829976.1,11.86,20.14,14.19,13.32,11.52,6.72,7.08,8.95,9.6,5.55,6.62,1,0.8,1.23,2.02,3.83,3.04,2.34,2.6,1.87
XM_050829977.1,7.6,11.31,7.75,8.57,8.15,7.82,6.93,9.31,10.57,8.53,10.27,3.07,5.32,1.55,1.83,3.53,5.67,3.79,5.4,4.17
XM_050829978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829979.1,0,0,0.75,0,0,0.61,0.22,0,0,0,0.78,0,0,0,0,0,0.2,0,0,0
XM_050829980.1,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829981.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0
XM_050829982.1,1.34,1.38,0.51,3.25,2.2,6,5.95,9.51,6.29,3.31,2.76,2.78,2.46,1.85,0.82,0.51,1.72,1.11,1.06,1.33
XM_050829983.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829984.1,0,1.52,0.64,0,0,1.13,0.33,0.15,0.38,0,0.44,0,0.15,0.18,1.08,0.26,0.29,0.53,0,1.12
XM_050829985.1,4.39,11.23,14.36,22.38,19.05,18.62,19.64,34.89,40.9,15.67,33.69,24.33,14.74,19.4,8.13,8.87,10.1,8.77,23.28,16.14
XM_050829986.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829987.1,13.02,20.44,10.22,0.55,0.87,0.99,0.79,0,0.13,0,0,0,0,0,0.24,0.28,0.34,1.57,2.29,0.77
XM_050829988.1,1.53,4.57,3.47,0.4,0.23,0,0.91,0.15,0.37,0,0,0.11,0,0,0,0.12,0,0,0.61,0
XM_050829989.1,0,0,0,0,0,0.61,0.73,0.47,0,3.46,0.61,0.46,0.46,0,0.23,0.4,2.2,2.58,1.07,2.41
XM_050829990.1,1.64,4.52,2.03,21.34,18.85,16.37,16.95,30.86,71.02,39.81,68.35,63.58,25.7,50.16,12.55,19.15,18,10.85,25.79,23.26
XM_050829991.1,0,0,3.08,0.19,0.73,1.09,1.6,1.52,3.82,0.15,4.81,0.48,0.49,0.35,0,0.59,0,0,0.37,0
XM_050829992.1,0,1.62,9.57,0,0.16,0,0.06,0.86,0,0,4.96,10.13,12.71,14.14,2.96,3.27,2.63,0,3.83,1.93
XM_050829993.1,8.41,25.64,9.7,7.2,5.84,8,11.77,12.32,26.24,12.5,20.49,7.4,20.98,7.83,1.26,2.11,0,3.59,12.29,2.45
XM_050829994.1,44.39,109.7,45.22,31.22,34.19,48.17,56.61,66.41,97.07,52.58,121.53,39.75,58.89,58.49,21.01,27.4,18.7,15.64,46.81,22.32
XM_050829995.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829996.1,28.9,33.06,31.34,14.84,11.16,11.19,10.7,13.16,11.87,7.9,10.74,3.57,2.38,5.16,3.34,3.19,4.38,3.3,4.49,3.77
XM_050829997.1,0,4.16,5.68,1.89,0,0.61,1.79,0.75,1.13,0.54,0.83,0.16,0,0,0.29,0,0,0,1.47,0
XM_050829998.1,0.76,0,0,0,0.53,0,0,0.28,0,0,0,0,0,0,0,0,0,0.58,0,0.97
XM_050829999.1,3.11,1.87,0,0,1.22,0.94,0,1.7,1.47,0.75,1.18,0.37,0.42,0.21,0.37,0.52,0.49,0,0,0
XM_050830000.1,0.04,0.07,0.1,0.44,0,0,0,0,0,0.49,0.3,0.22,0.16,0,0.09,0,0.16,0,0,0
XM_050830001.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050830002.1,0,0,0,0,0.32,0.62,0.52,0.68,0.96,0,0,0,0,0,0,0.07,0,0,0,0
