transcript_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,heart1,heart2,heart5,hepatopancreas2,hepatopancreas4,hepatopancreas5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testist3,testist4,testist6
XM_050829799.1,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.01,0,0,0,0,0
XM_050829800.1,0,1.07,0.2,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,1.85,0,2.5,0,0,0.32,0,0,0.26,0,0,0
XM_050829801.1,0.34,2.74,1.97,5.02,12.24,1.81,1.97,2.81,9.64,1.54,3.32,0,0,0,1.3,2.76,7.84,1.02,0,1.21,2.11,0.31,1.74,1.23,1.8,4.64,0,0,0.7,0
XM_050829802.1,0,0,0,1.72,3.06,0,0,0,0.82,0,0.88,3.31,0.91,0,0,0,1.85,0,0,0,0,0,0,0.52,0,0,1.22,0,0,0
XM_050829803.1,0,0,0.68,0.41,0,0,0,0,0.4,0,0,0.99,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.28,0,0,0,0
XM_050829804.1,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.51
XM_050829805.1,30.46,56.65,2.03,101.32,48.24,8.14,79.23,128.1,37.43,39.73,56.61,21.58,64.4,2.88,19.86,3.66,94.33,7.07,36.3,43.24,11.33,43.52,80.9,19.55,152.22,99.79,34.8,1.45,3.29,6.82
XM_050829806.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829807.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829808.1,0,0,0.04,0,0,0,0,0.05,0.14,0,0,0,0,0,0,0.25,0,0.05,0.04,0,0,0,0,0,0,0,0.02,0,0.05,0.11
XM_050829809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829810.1,1.71,4.37,4.27,6.32,9.95,2,7.87,7.3,69.14,4.77,9.76,4.07,0.68,0.03,0.6,5.23,0.48,5.92,0.41,2.04,0.95,2.03,2.18,0.95,1.29,1.68,0.98,0,1.93,0.62
XM_050829811.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.98,1.04
XM_050829812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0
XM_050829813.1,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,2.39,0,0,0,3.03,2.8,1.04
XM_050829814.1,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.25,0
XM_050829815.1,0.4,1.55,0,1.06,0.04,0.23,0.05,0,0,0,0,0,0,0,0,0.27,0,0.05,0,0.01,0,0,0,0,0.15,0,0.12,0,0,0
XM_050829816.1,0,0,0,0,0.04,0,0.05,0,0,0,0,0,0.2,0,0,0,0,0.05,0,0.01,0,0,0,0,0.15,0,0.12,0,0,0
XM_050829817.1,0,0,0,0,0,0,0,0,0,0,0,0,2.59,1.19,8.75,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829818.1,0,2.71,3.46,0,0,0.39,0,0,0,2.5,4.09,0,1.64,0.6,0,0,1.43,0,4.36,3.71,0.81,0.46,0.56,0,0.44,2.1,0.42,0,0,0
XM_050829819.1,1.08,1.23,0.56,3.27,0.06,6.76,0.24,0.27,0.09,0,0.03,0,5.23,9.01,0,0.4,7.87,0,0.12,0,0.05,0.08,0.04,0.03,0.71,0.6,1.94,0.36,0.08,0
XM_050829820.1,0,2.13,0,0,0,0,0,0.77,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0
XM_050829821.1,0,0.78,0.06,0.09,0,0.11,0,1.1,0.06,0,2.93,0.05,2.47,0.09,0,0,0.06,0,0,1.02,0,0,4.99,0.34,1.26,4.15,0.28,0,0.09,0
XM_050829822.1,0,0.63,0,0,0,0,0,1.3,0,0,1.92,0,4.34,0,0,0,0,0,0,0.69,0,0.22,3.2,0,0.19,1.01,0,0,0,0
XM_050829823.1,0,0.65,0,0,0,0,0,0.45,0,0,0.87,0.04,3.08,0.02,0.11,0,0,0,0,0.82,0,0.39,0.25,0.19,0.78,1.16,0.31,0,0,0
XM_050829824.1,0.07,0.1,0.03,0,0.16,0.21,0.03,0,0,0.01,0,0,0.05,0.04,0.06,0.14,0.04,0.19,0,0.09,0.04,0,0,0,0,0.09,0.6,0.04,0,0.06
XM_050829825.1,11.31,14.37,11.97,32.35,32.65,30.47,21.35,23.82,27.52,37.2,28.04,32.43,16.17,17.88,21.68,22.64,30.16,36.73,17.46,15.3,12.67,22.63,25.62,20.24,43.88,32.11,21.51,10.76,14.19,10.82
XM_050829826.1,0,0,0,1.48,5.56,4.31,0,0,6.88,1.41,5.22,2.71,0.77,1.64,0,1.21,3.08,0,1.77,0,0,0,2.6,1.81,1.6,0,0,3.23,0,0.86
XM_050829827.1,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.04,0,0,0.05,0,0,0.09,0,0,0,0,0,0,0,0
XM_050829828.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829829.1,0.48,0.99,0.28,2.03,2.48,1.3,1,1.61,2.77,0.74,2.78,1.3,2.01,0.5,0.73,1.01,3.23,0,1.11,0,0.71,1.31,3.86,2.28,2.71,2.61,1.32,0,0.5,0.37
XM_050829830.1,0,0,0,0.07,0.45,0.15,0,0,0,0,0,0,0,0.07,0,0,0.03,0.07,0,0,0,0,0.08,0,0,0,0,0,0,0
XM_050829831.1,0,0,0.25,0,0,13.08,0,0,0,0,0,0,115.33,284.97,150.69,0.13,0.98,0,0,0,0,0.28,0,0,0,0,0,0,0,0
XM_050829832.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
XM_050829833.1,3.71,24.83,6.45,43.45,1.58,1.87,3.51,5.64,2.53,31.58,33.26,22.57,1.54,0.12,0.36,90.12,0.26,9.22,5.31,7.18,18.26,1.21,5.85,1.68,3.91,8.72,5.11,1.16,2.62,3.36
XM_050829834.1,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.16
XM_050829835.1,0.21,10.1,6.05,4.13,5.65,1.54,1.92,1.55,2.45,5.03,2.77,4.77,3.67,4.47,2.16,1.7,0.89,0.6,1.42,1.18,2.1,7.45,1.52,7.8,0.9,0.49,0.14,0.33,1.2,0.93
XM_050829836.1,21.44,50.4,46.13,227.24,281.49,59.66,62.8,64.51,61.94,82.93,39.21,98.52,84.38,65.82,64.99,57.17,130.56,49.79,58.21,28.26,66.53,11.35,16.11,9.69,17.04,15.35,10.64,3.41,6.96,4.31
XM_050829837.1,0.42,0.7,0.44,6.21,6.69,0.34,0.08,0,0,0.83,0.66,0.67,0,0,0,0.38,0.03,0.03,0.12,0.22,0.24,0.02,0,0,0,0.13,0.03,0,0.02,0.05
XM_050829838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0
XM_050829839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829840.1,0.3,0.79,0.32,0.08,0.08,0,0,0.08,0.16,0.06,0,0,0,0,0,0.07,0,0,0,0.14,0.15,0.09,0,0,0.25,0,0.03,0,0,0
XM_050829841.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829842.1,0,0,1,0.06,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,3.19,1.45,0.59,0,0.4,0,0,0,0,0.11,0,0
XM_050829843.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,1.22,0.89,1.59,0,0,0,0,0,0
XM_050829845.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829846.1,0,0.44,0,0,0.81,0,0,0,0.28,1.73,0.38,0,0,0,0,0,0.34,0,0.71,0,0,0,0,0,0,0,0,0,0,0
XM_050829847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.14
XM_050829848.1,0.07,0.11,0.17,1.56,0.68,0,0,0,0,0.08,0.15,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.06,0.04,0,0,0
XM_050829849.1,0.91,4.19,2.48,0.75,0.33,0.77,2.83,1.98,0.61,0,0,0,0.83,0.89,0.74,4.47,0.08,0.56,0,0.18,0.06,2.32,2.9,2.18,0.08,0,0.04,0.52,1.99,1.3
XM_050829850.1,0,0.28,0,0,0.3,0,1.08,0,0,0.2,0.6,0,0,0,0,0.48,0,0,0,0,0,106.33,156.39,139.93,0,0.33,0.35,0,0.1,0
XM_050829851.1,0,0.21,0.35,0,1.86,0.53,0,0,0.68,0,0.26,0.11,0.08,0.05,0.36,0.06,0.29,0.15,0,0.06,0.12,0,0,0.04,0.38,0.08,0.85,0,0.12,0
XM_050829852.1,0.04,0,0,0,0.05,0,0,0.14,0.32,0.08,0,0,0,0,0,0.13,0.04,0.05,0,0,0.06,0,0.08,0,0.18,0.03,0.19,0.02,0.02,0
XM_050829853.1,0,0,0,0,0.5,0,0,0,0,0,0,0.44,0,0.44,0.37,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
XM_050829854.1,0.58,0.3,0.57,0,0,0,0.4,0,0.4,0,0,0,0,0,0,2.35,0,21.7,0,0.09,0,0,0.09,0,0,0,0.09,0,0,0
XM_050829855.1,0.06,0,0,0,0.26,0,0,0,0,0.07,0,0,0.12,0.13,0,0,0.28,0.11,0,0,0,0.15,0.1,0.14,0,0,0,0,0,0.04
XM_050829856.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0
XM_050829857.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
XM_050829858.1,0,0,0,0,0,0.54,0,0,0,0,0.04,0,0,0,0,0,0.09,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0
XM_050829859.1,20.04,18.01,12.79,35.4,26.53,29.45,21.95,21,17.2,22.11,18.54,16.05,13.61,8.25,9.15,20.82,12.98,24.54,10.51,15.94,8.62,24.55,27.21,31.52,22.4,23.74,12.44,3.92,4.58,3.6
XM_050829860.1,31.36,41.47,38.47,113.8,169.57,52.53,54.26,65.14,67.75,139.79,181.69,107.62,54.08,28.28,20.78,80.57,52.73,49.7,33.12,37.24,19.72,49.51,30.89,42.45,33.14,40.4,27.97,54.14,42.01,33.5
XM_050829861.1,15.63,8.59,8.25,66.76,98.47,16.59,16.35,9.67,27.57,44.44,60.81,34.25,21.02,16.95,8.77,27.94,27.6,36.06,13.34,5.28,11.2,28.24,4.96,13.75,9.97,8,10.93,17.67,10.7,13.6
XM_050829862.1,0.45,1.32,1,6.65,8.21,2.52,2.79,0.27,0.35,0,0.06,0,17.56,12.65,10.9,0.08,6.66,0.19,0,0,0.06,2.31,1.81,0.8,0,0.16,0.19,1.08,0.06,0.03
XM_050829863.1,0.79,0,1.46,1.93,1.5,0,0,0,0,4.26,0,2.17,0,0,0,1.15,0.63,0,7.9,1.39,2.08,0.02,0,0,1.8,0,1.07,0,0,0
XM_050829864.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
XM_050829866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829867.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829873.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0
XM_050829874.1,6.31,6.48,17.59,7.01,4,8.44,0.92,0.47,0.57,22.99,19.54,7.49,2.38,5.13,2.64,1.21,30.9,2.46,80.98,14.01,26.73,2.24,1.31,2.56,1.56,0,8.84,0,0.44,0
XM_050829875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829876.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829878.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829879.1,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829880.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829881.1,0,0,0.22,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829882.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829885.1,0,6.48,0,7.01,4,0,0.92,0.47,0.57,22.99,0.86,7.49,2.38,5.13,2.64,1.21,0,2.46,3.2,0,0,2.24,1.31,2.56,1.56,12.64,0,0,0.44,0
XM_050829886.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829887.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829888.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829889.1,0,0.33,0.83,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829890.1,0,1.66,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829891.1,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829892.1,0,0.54,0.42,0.16,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829893.1,0,0,0,0.18,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829894.1,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829895.1,0,1.8,1.64,0.63,0.97,0,0,0,0,0,0.04,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829896.1,0,0.29,0,0,0,0,0,0,0,3.2,1.92,4.22,0,0,0,1.5,0,0,9.17,0.88,5.36,0,0,0,0,0.5,0.84,0,0,0
XM_050829897.1,0.1,0,0,0.01,0,0.12,0,0,0,0,0,0.12,0.01,0,0,0,0.04,0.05,0,0,0,0.1,0.08,0.01,0,0,0,0,0.02,0
XM_050829898.1,0,0.36,0.9,0.25,0.32,0.03,0.02,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.02,0.02,0
XM_050829899.1,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829900.1,0,1.04,0.26,0.14,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829903.1,0,1.46,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829904.1,2.5,2.89,2.37,5.54,1.07,4.24,5.34,3.4,4.34,7.42,5.85,7.72,0.56,1.03,0.43,5.82,0,1.29,7.43,6.34,5.36,1.62,5.84,0.89,1.55,4.95,3.5,0.93,0.81,0.57
XM_050829905.1,0.08,1.02,1.93,0.54,3.41,0.43,0.18,0,0,1.4,2.17,1.04,0,0,0,0.32,0,0,1.3,0.12,2.04,0,0,0,0,0.3,0.06,0,0,0.05
XM_050829906.1,0,0,0.23,0,0,0,0,0,0,0.53,0,0.38,0,0,0,0.29,0,0,2.92,0,1.39,0,0,0,0,0,0.83,0,0,0
XM_050829907.1,0,0,0.67,1.53,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0
XM_050829908.1,1.7,6.63,6.28,12.32,11.93,2.85,3.66,2.43,1.58,4.8,6.86,7.29,3.13,2.83,1.83,3.63,7.45,3,3.52,0.91,5.02,1.93,5.68,2.13,5.78,2.64,0.39,0,0.74,0.91
XM_050829909.1,1.42,2.57,6.13,0.49,1.13,1.05,0,0,0,0.08,0.08,0.09,0,0,0,0,0,0,0,0.1,0,0.07,0,0.71,0,0.07,0,0,0,0
XM_050829910.1,0,2.84,1,4.77,1.11,0,0,1.48,0.6,1.67,1.39,0,1.41,1.25,0,2.48,0,0,0,0,1.09,1.89,3.62,0,1,1.34,0,0,0.71,1.05
XM_050829911.1,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0.65,0.82,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0
XM_050829912.1,0,0,0,0.8,1.43,0,0,0.88,1.39,0,0,1.64,0.72,0,0,0.74,0.52,0,0.59,0.86,0.47,0,4.04,1.25,2.81,0,0.18,0,0.46,0.19
XM_050829913.1,0.1,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,2.25,0,0,0,0,0.33,0,0
XM_050829914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0
XM_050829915.1,2,19.28,8.2,18.32,15.69,2.62,1.22,0.94,0.8,16.98,16.78,9.18,10.36,10.29,7.8,3.02,18.12,1.38,45.61,5.93,16.46,6.68,5.49,8.89,4.59,8.26,3.17,0,0.32,0
XM_050829916.1,0,1.11,1.9,2.06,1.47,2.71,1.99,1.08,0.72,0,0,0,1.26,1.46,0.19,0.41,0.6,0,0,0,0,2.26,5.16,0.84,1.61,2.28,0,0,0.22,0.28
XM_050829917.1,0.34,2.91,1.24,4.02,2.3,1.05,1.27,1.94,1.95,2.35,2.49,2.06,2.01,2.69,1.19,2.7,0.55,0.73,2.01,1.74,2.29,3.8,4.22,2.85,2.65,2.23,0.28,0.5,1.79,1.6
XM_050829918.1,1.05,1.35,2.75,4.5,5.04,1.64,2.3,0.72,2.75,2.69,2.85,3.78,1.83,3.66,1.63,5.82,2.42,0.98,2.06,2.87,1.53,1.82,2.29,3.21,4.3,3.8,2.1,0.54,1.97,1.75
XM_050829919.1,2.88,11.8,3.89,15.11,8.78,9.13,9.48,9.11,9.13,7.12,7.44,4.59,10.99,9.29,9.97,5.36,9.03,5.76,7.7,5.13,7.41,8.96,11.45,5.72,11.66,12.95,10.22,2.28,1.57,1.66
XM_050829920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829921.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829922.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.1,0,0,0,0,0,0
XM_050829923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.49,0.13,0,0,0,0,0.1,0
XM_050829924.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.62,0,0,0,0,0,0
XM_050829925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.23,0,0,0,0,0,0
XM_050829926.1,1.95,3.79,2.84,9.39,7.96,4.32,5.27,4.63,4.81,5.81,4.39,4.92,3.57,2.92,3.03,6.9,4.48,5.99,1.77,1.61,3.1,2.62,5.21,3.29,17.09,10.48,5.45,2.41,5.89,2.61
XM_050829927.1,3.83,6.61,3.66,10.27,9.43,9.92,7.21,5.71,6.55,1.99,2.73,3.54,12.55,9.19,7.23,8.46,2.31,8.61,1.12,1.75,1.71,10.32,12.45,8.22,5.89,3.61,2.88,1.14,4.59,2.5
XM_050829928.1,5.1,16.11,11.21,19.16,27.8,9,16.99,22.63,24.87,4.77,6.07,4.52,41.38,28.7,16.15,37.83,5.75,20.49,2.39,3.82,2.79,21.21,16.73,16.2,8.76,6.3,2.64,3,9.77,9.06
XM_050829929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829930.1,0,3.98,0.78,5.29,4.95,5.1,0,9.63,3.05,0,6.54,4.99,7.46,7.86,4.16,1.28,5.73,0.97,0,2.03,7.93,6.19,12.2,18.06,0,7.98,4.29,0,1.13,1.76
XM_050829931.1,0,22.93,11.64,0,31.95,2.42,0,36.27,45.49,0,28.79,16.79,37.48,43.27,26.9,42.35,30.14,16.33,0,17.47,3.47,21.81,92.38,54.26,20.8,72.18,4.62,0,5.06,15.76
XM_050829932.1,19.47,18.95,35.58,51.91,45.86,80.18,25.45,9.71,24.2,52.56,44.06,45.2,22.59,18.84,14.67,32.46,14.34,50.63,19.54,19.18,15.31,4.07,7.16,5.83,40.91,67.64,50.51,27.89,41.15,17.07
XM_050829933.1,0,0,3.13,0,0,8.02,0,1.41,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,6.18,0
XM_050829934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050829935.1,0.4,2.96,2.44,3.49,9.77,2.97,2.72,0.95,5.47,3.89,3.26,2.51,8.84,5.94,3.29,2.37,3.74,0.7,1.52,2.02,1.41,2.17,22.18,1.37,5.78,4.53,3.31,0,0.53,0.36
XM_050829936.1,1.64,4.67,3.71,4.26,24.37,1.98,4.03,4.24,6.42,0,3.44,1.7,20.34,8.63,6.2,5.93,3.41,3.51,1.9,1.76,0.67,3.85,49.32,3.15,5.5,4.86,2.87,1.03,2.78,1.27
XM_050829937.1,0,3.73,0,8.78,3.14,2.85,0,0,1.42,4.38,1.87,4.25,4.9,10.38,0,1.87,0,0,0,0,2.29,1.68,11.27,2.39,1.51,0.65,0,0,0,1.6
XM_050829938.1,0,0,1.39,0,4.68,0,0,0,0,0.01,0,0,0.47,0,4.12,0,3.81,0.35,0.65,0,0,0,0,0,0,0,0,0,0,0
XM_050829939.1,0.79,5.76,4.4,7.99,9.24,11.92,14.31,4.8,25.62,13.66,11.53,10.85,4.2,6.01,9.09,11.87,3.17,12.46,4.75,4.94,6.03,66.82,23.74,50.77,10.25,6.03,8.78,0.98,2.88,1.02
XM_050829940.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0
XM_050829941.1,0.46,0,0,0,0,0,1.6,3.92,1.34,2.45,1.14,0.19,0,1.2,0,0,0,0.73,0.65,0.48,0,0,0,0,6.8,2,0.42,0,1.16,0.58
XM_050829942.1,0,1.24,0.54,3.04,3.13,0,0.99,1.04,0,0,0.4,1.01,1.48,0,0,1.06,0,0,0,0,0,1.38,1.67,1.8,0,0,0,0,0.3,0.93
XM_050829943.1,0,0,0,0,0,0,0.5,0.4,2.31,0.43,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.12
XM_050829944.1,0,9.33,4.88,25.15,8.26,3.87,3.52,9.45,0,0,0.92,1.68,5.99,5.25,1.65,6.2,6.72,0,0,0.43,1.72,10.11,38.49,4.76,4.62,1.62,0,0.51,3.39,4.16
XM_050829945.1,0,0,0.37,0,0,0.23,0,0,0,0,0,0.11,0.18,0,0.11,0,0.12,0,0,0,0.21,0,0,0,0,0.51,0.25,0,0,0
XM_050829946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.24,0,0.26,0,0,0.02,0,0,0
XM_050829947.1,0,0,0.05,0,0.63,0,0.09,0,0,0.05,0,0.05,0,0,0,0.06,0.15,0,0,0,0,0.19,0,0.16,0.05,0.23,0.03,0,0.02,0
XM_050829948.1,0,0,0.06,0,0,17.83,0,0,0,0,0,0,32.47,24.09,10.89,0,3.54,0.03,0,0,0,0.08,0.02,0,0,0.15,0.01,0.01,0.02,0.04
XM_050829949.1,0,0,0.06,0,0,14.85,0,0,0,0,0,0,28.61,31.03,35.69,0,16.5,0.03,0,0,0,0.08,0.02,0,0,0.15,0.01,0.01,0.02,0.04
XM_050829950.1,1.08,2.59,0.76,6.9,6.79,3.45,2.61,4.09,5.91,1.48,2.26,3.57,3.54,9.55,7.54,3.94,4.02,5.4,0.14,1.35,2.06,3.51,6.4,4.04,4.17,3.95,1.92,2.52,3.2,3.01
XM_050829951.1,0,1.12,0.22,7.15,15.96,0.22,0,0,0,0,0.25,0.07,0.27,0.52,0.09,0.08,0,0.28,0,0.34,0,0,0,0,0,0.05,0,0,0,0
