transcript_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,heart1,heart2,heart5,hepatopancreas2,hepatopancreas4,hepatopancreas5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testist3,testist4,testist6
XM_050855060.1,8.9,6.68,4.84,32.71,33.55,10.06,9.85,5.5,21.21,5.96,1.83,9.83,93.86,93.82,113.1,23.4,4.56,7.39,2.89,1.6,5.01,2.68,7.72,5.46,15.71,6.16,8.52,0.61,2.51,1.38
XM_050855061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855062.1,2.4,7.03,4.09,13.12,13.55,9.24,4.65,6.78,7.76,4.34,5.44,5.33,10.71,12.27,8.9,7.67,16.14,10.82,4.83,3.69,3.52,6.38,16.71,7.06,10.66,7.69,3.24,3.46,6.11,5.17
XM_050855063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
XM_050855064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855065.1,5.43,11.31,2.17,517.36,83.31,35.49,54.22,16.01,21.93,10.13,4.04,4.03,1.65,1.15,0,35.45,0,9.04,7.86,5.19,4.58,1.04,3.46,0.34,0,2.24,0.37,2.82,10.48,7.74
XM_050855066.1,66.28,76.56,67.62,317.31,56.91,28.6,24.47,28.31,10.45,338.91,283.56,325.99,3.67,0.91,2.6,97.78,3.59,75.3,49.78,101.94,108.34,0.82,2.68,1.78,3.83,58.58,68.99,34.75,87.31,70.04
XM_050855067.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855068.1,0.12,0.25,0.64,0.18,0.3,0,0,0,0,0,0.61,0,0,0,0,0.38,0,0.14,0,0.1,0,0,0,0,0,0.05,0.11,0,0.07,0
XM_050855069.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855070.1,13.33,22.74,18.44,1.2,0.95,0,0.34,0.3,0.18,6.49,2.5,5.15,0.02,0.02,0,0.03,0.06,0.32,0.54,0.49,0.56,5.2,4.17,5.98,0.63,2.61,1.35,1.83,2.24,1.13
XM_050855071.1,15.76,45.94,36.55,97.2,144.13,590.98,72.47,139.63,258.9,24.23,23.99,33.83,7.01,6.4,13.31,64.53,1259.78,118.44,13.48,12.11,13.24,156.93,233.54,193.73,75.21,71.75,38.78,595.52,523.38,412.83
XM_050855072.1,5.74,3.59,0,17.36,14.49,10.99,14.94,16.38,11.58,4.54,4.1,3.86,11.49,13.4,15.85,10.31,7.55,9.38,0,2.61,4.44,5.49,15.79,8.82,13.11,10.86,6.83,0.73,4.12,2.31
XM_050855073.1,0.81,1.28,0.3,9.68,5,1.72,4.22,3.15,3.48,0.53,0.46,0.81,2.3,5.48,1.46,0.93,0.59,1.01,0,0.32,0.44,3.69,0.74,2.12,1.61,0.89,0.47,0.79,0.98,0.46
XM_050855074.1,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,2.6,0,0,0,0,0
XM_050855075.1,14.82,4.17,8.99,1.58,19.38,0,0.87,0,1.1,0,0.64,0.42,0,2.78,0,19.59,0,3.75,0,0.62,0.81,0,0,0,0.69,0,0.91,0,0,0
XM_050855076.1,12.37,21.05,0,5.67,74.61,0.69,2.14,3.31,4.86,1.98,0,2.02,1.27,0,0.34,43.67,0,6.12,1.69,1.55,2.98,0,0.13,0.09,0,0.55,2.38,0.55,0,0
XM_050855077.1,0.21,1.77,0.52,6.41,5.34,2.16,1.05,4.41,3.52,0.11,0.35,0.73,26.34,7.85,3.05,2.49,6.53,0.35,0,0,0.51,12.78,32.6,8.51,1.87,0.48,0.07,0.74,3.29,1.85
XM_050855078.1,0,0,3.01,0.56,0,59.32,1.37,0,0,0,0,0,814.59,1659.01,669.59,0.69,0.21,0,0,0,0,0.16,0,0.16,0,0,0,0.13,0,0.1
XM_050855079.1,0.3,0.47,0.19,0.49,0.25,1.72,0.3,0,0,0,0,0,0,3.29,10.59,0,0,0,0,0,0,0.14,0.4,0.71,0,0,0.1,0,0,0
XM_050855080.1,0,0,0,0,0,0,0,0,0,0,0,0,19.76,18.49,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855081.1,0.88,3.44,2.82,3.34,3.74,0.2,0,0,0,0,0,0.07,0,0,0,0.44,0,0.81,0,0.04,0.19,0.13,0.85,0.29,0.13,0.49,1.45,0.07,0.03,0.05
XM_050855082.1,0,0,0,7.69,7.79,0,2.93,0,0,3.66,0,6.49,0,0,0,2.3,1.08,0,5.89,0,0,36.55,0,47.62,2.08,0,2.4,0,0.4,0
XM_050855083.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0.45,0
XM_050855084.1,2.95,2.71,0.91,3.85,0,3.57,0,2.32,1.74,9.22,8.29,0,0,0,0.45,0,0,2.37,0,2.75,2.14,12.43,12.8,8.3,0,1.31,0,1.47,0,0.82
XM_050855085.1,0,0.44,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.17
XM_050855086.1,0,1.01,0,0,0.26,0,0,0.16,0.19,0.41,0.16,0.29,0.33,0,0,0.89,0.23,0,0.17,0,0,0.49,0.84,0.4,0.66,0,0,0,0.12,0.64
XM_050855087.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855088.1,0,0,0,0,0.21,0,0,0,0.14,0,0.15,0,0,0,0,0.12,0.11,0,0,0.25,0,0.19,0,0,0,0,0,0,0,0
XM_050855089.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
XM_050855091.1,0,1.04,0,3.64,2.78,0,3.78,2.45,4.79,0,2.11,2.28,0.67,0,0,0.74,0,0,0,0,1.33,3.06,2.75,2.33,0,0,0,0.48,0.92,0.68
XM_050855092.1,0.91,2.69,4.08,0,3.76,1.32,0,2.24,3.37,2.24,0,0,0,0.79,0.82,0,1.45,1.46,1.23,1.17,0,0,3.93,0.27,1.11,1.03,0.7,0.17,1.07,0.84
XM_050855093.1,8.77,11.42,6.45,20.77,17.35,20.37,17,19.93,19.94,26.12,24.49,28.83,23.05,24.51,18.36,15.21,12.16,12.81,18.59,17.37,14.76,45.43,34.18,46.24,43.09,30.27,18.1,10.11,12.79,12.51
XM_050855094.1,0,3.99,1.78,1.57,0.83,0,0,3.13,7.51,2.36,4.92,0.89,1.07,0,2.06,1.27,0,1.54,2.28,0,2.14,3.08,1.27,3.26,4.98,4.65,0,0,1.42,0.29
XM_050855095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855096.1,0,0,0,0,0.61,0,0,0,0,0.28,0,0.61,0,0.71,0.32,0,0,0,0,0,0,0,0.26,0,0,0.16,0.19,0,0,0
XM_050855097.1,0,0.99,0.54,2.1,1.07,1.53,0,0,0.88,2.39,1.13,1.28,12.74,24.26,23.74,0.86,0,0,1.13,0,0.3,4.72,3.31,4.14,0,0.49,0,0,0.29,0.39
XM_050855098.1,0,0,0.12,0.15,0,0,0,0,0,0.36,0,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
XM_050855099.1,0,0,0,0,0.63,0.01,0,0,0,1.17,0,0,2.53,0.78,2.35,1.14,0.22,0.6,0,0.63,0.77,0.36,3.45,0,0,0,0.32,0.44,0,0.25
XM_050855100.1,0,1.78,0,0,0,0,0,0,0,0,1.14,0,0.3,0,0,5.21,0,0,2.66,0,0.74,0,0,0,0,0,0,0,0,0
XM_050855101.1,0,0,0,0,0,0,0,0,0,0,0.62,0,3.01,1.72,3.13,0,0.69,0,0,0,0,0,0,0,0.67,0,0,0,0.3,0
XM_050855102.1,5.38,3.21,8.08,3.32,7.8,14.43,1.21,1.49,2.06,7.23,3.18,2.82,19.25,36.02,34.22,1.56,5.28,9.79,1.48,7.78,3.8,3.22,3.74,5.15,1.99,3.48,7.01,1.37,0.82,0.34
XM_050855103.1,0,0,0,0,0,0,0,0,0,0.17,0.4,0,0.24,0.15,0.24,0,0,0,0,0,0.22,0.14,0,0,0,0,0,0,0,0
XM_050855104.1,2.86,4.04,2.9,20.91,10,8.87,6.58,3.9,4.07,10.76,7.97,3.74,4.28,4.01,2.12,7.33,4.12,6.07,8.24,4.43,0.7,2.18,5.95,0.66,8.49,10.09,1.87,0.58,0.96,1.04
XM_050855105.1,1.81,7.51,7.21,8.43,9.19,6.83,2.58,1.78,2.07,7.47,14.15,5.8,8.07,10.19,8.12,2.51,8.74,1.27,2.86,3.19,2.6,4.96,44.86,4.57,13.8,7.47,6.19,0.36,0.99,0.47
XM_050855106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855107.1,0,1.38,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,2.66,0,0,0,0,1.59,0,0,0,0,0
XM_050855108.1,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.16,0,0,0
XM_050855110.1,2.28,4.26,2.67,9.94,9.72,6.17,3.43,3.35,3.28,3.41,3.57,2.8,2.72,4.41,4,2.12,4.81,2.71,1.87,1.46,0.61,22.5,16.16,22.73,13.84,8.81,6.43,0.56,1.29,1.32
XM_050855111.1,11.38,21.22,11.64,25.49,19.03,20.19,15.46,16.87,18.45,24.37,26.62,21.81,25.53,33.2,27.06,15.29,20.08,13.43,23.66,16.29,21.27,10.87,21.32,13.53,43.6,32.06,18.09,4.36,7.45,7.94
XM_050855112.1,0.07,1.95,0.53,4.33,2.62,0.25,0.87,1.16,2.22,0.73,0.79,0.45,4.15,3.31,0.83,1.26,0.78,0.48,0.4,0.39,0.55,3.57,20.66,3.11,0.55,0.19,0.19,0.08,1.03,1.11
XM_050855113.1,181.03,81.99,96.72,42.13,5.61,1.48,47.71,40.57,29.68,58.45,22.46,4.38,0.25,0,0,39.57,1.13,22.04,3.86,1.51,1.07,111.08,231.41,78.19,6.58,8.81,18,10.16,14.56,9.55
XM_050855114.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0.17,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0
XM_050855115.1,1.45,3.43,1.14,8.11,5.94,4.83,5.34,8.27,7.13,3.66,4.57,2.59,9.95,8.41,5.35,5.02,8.46,6.43,1.35,0.97,1.13,11.9,11.19,11.91,7.51,5.8,1.98,1.04,2.69,2.45
XM_050855116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855117.1,0,0,0.5,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855118.1,0,0.99,0.34,1.8,1.25,0,0,0,0,0.1,0,0,0,0,0,1.77,0,0,0,0,0,0.22,0.06,0,0,0,0,0,0,0
XM_050855119.1,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855120.1,0.63,8.02,4.72,11.17,25.78,1.09,0,0.49,0.68,0.28,0.21,0.16,0.06,0,0.07,2.18,0,0,0.17,0.25,0,0.19,0.36,0,0.26,0.42,0.36,0.02,0.04,0
XM_050855121.1,0.73,2.93,3.71,9.5,3.58,1.67,2.75,3.27,2.97,0.32,2.42,0.47,7.36,5.72,6.11,1.69,6.16,0.67,1.43,0.92,2.19,2.4,2.16,1.95,6.91,2.53,0.51,0.15,0.75,0.24
XM_050855122.1,0,3.28,1.99,9.69,13.75,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855123.1,0,0,0,2.29,0.45,0,0,0,0.1,0,0,0.04,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.02,0
XM_050855124.1,0,6.95,8.78,24.53,51.63,0.84,0.86,0.22,1.21,0,0,0,0,0,0,3.39,0,0.82,0,0,0.47,0.23,0.25,0.14,0,0,0,0,0,0.07
XM_050855125.1,3.66,7.39,4.51,5.44,14.7,23.13,5.78,4.53,7.98,5.41,4.79,7.66,8.1,5.38,14.95,8.58,7.92,9.04,5.91,5.27,5.6,7.22,8.53,7.85,11.83,7.77,10.01,1.79,2.15,3.87
XM_050855126.1,2.12,4.67,8.22,28.61,64.13,6.28,0,1.41,2.96,18.79,11.54,13.95,0,0,0,16.16,0.42,6.01,0,0.88,0,0.77,7.12,3.86,2.7,2.72,2.43,0,0,0
XM_050855127.1,0,0,0,7.65,0,0,1.56,1.26,0,0,0,0,0,0.59,0,0,0,0,0,0,1.57,0.96,0,0,0,0.95,0,0,0,0
XM_050855128.1,1.2,0,1.1,0,0,0,0,3.34,1.2,0,0,0.4,1.68,5.63,1.26,0.7,1.19,0,0,0,0.32,0,0.83,0.63,0.4,1.27,1.11,0,0,0
XM_050855129.1,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,9.65,0,15.01,0,0.75,0,0,0,0,0,0,0
XM_050855130.1,0,3.77,0.93,3.41,0.56,0,0.6,0.96,1.02,2.22,3.13,5.16,1.28,0,2.37,2.14,2.55,0,1.42,3.08,1.77,1.34,2.94,0.29,2.68,2.29,0.46,0,1.12,1.1
XM_050855131.1,2.59,0,0.01,0,0,0,0,0,0,0,0.67,0,0,0,0,1.06,0,0,2.17,0.3,2.65,0,0,0,0,0,4.66,0,0,0
XM_050855132.1,3.44,9.25,4.96,42.63,28.18,32.97,19.11,19.43,26.96,28.6,19.88,27.44,25.72,34.87,31.34,9.92,50.37,14.09,10.23,12.73,7.77,8.31,18.96,9.59,42.2,13.68,10.79,4.34,4.79,6.22
XM_050855133.1,1.63,1.87,2.81,3.29,5.55,7.29,2.24,2.16,3.04,3.07,2.7,3.2,1.58,3.12,1.98,2.11,1.89,3.36,2.09,1.81,2.3,11.77,8.3,18.68,13.82,10.64,8.57,1.04,1.1,0.78
XM_050855134.1,3.96,5.5,4.8,11.62,12.51,5.94,6.65,6.79,7.99,10.16,9.81,11.04,4.89,6.61,7.96,3.25,4.11,6.64,5.41,4.77,3.59,3.36,4.92,4.22,11.72,7,3.94,1.27,1.49,1
XM_050855135.1,1.89,14.14,4.78,93.98,8.07,6.31,8.41,18.98,10.6,1.64,3.85,0.43,1.44,0.28,1.9,5.06,5.66,1.95,2.61,2.09,3.2,2.18,2.78,1.4,13.74,9.84,1.52,0.68,2.07,2.49
XM_050855136.1,0,0,0,1.04,0,0,0,0,0,0.32,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.39
XM_050855137.1,2.57,5.1,3.86,3.99,2.7,0.84,2.06,1.22,2.33,35.36,42.58,28.55,6.69,2.94,2.41,5.22,0.15,1.54,15.69,12.71,16.04,0.48,1.47,0.78,1.04,3.89,0.88,1.63,3.16,3.22
XM_050855138.1,0,0.45,0,0,0,0,0,0,0,0.42,0.29,0.96,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.08,0,0,0
XM_050855139.1,2.89,0,1.72,0.8,0.71,1.51,0.23,0,0.72,13.07,7.91,15.56,0.17,0,1.61,0.85,0.23,1.05,1.34,6.23,2.53,0.18,0,0,0.52,5.43,6.28,0.06,0,0
XM_050855140.1,1.74,1.85,3.11,1.07,0,3.87,3.67,2.19,5.53,0.9,4.82,2.74,1.63,2.59,5.09,1.21,0.45,5.94,1.98,4.06,0,1.2,1.34,1.26,0.83,2.36,6.16,2.22,1.22,0.75
XM_050855141.1,0,0,0,0,2.6,0,0,0,0,1.25,0.82,0.07,0.26,0.46,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.23,0
XM_050855142.1,0.01,0.57,2.69,5.78,7.45,4.63,1.85,7.51,5.09,2.41,0,3.87,1.05,0,0,1.62,0.61,0,2.33,2.24,3.97,4,6.15,2.57,7.38,8.11,2.82,1.57,1.41,0.36
XM_050855143.1,0.88,2.97,0,0,0,0,0,0,0,1.27,2.27,0,0,2.21,0,1.13,0,2.04,0,0,0,0.59,2.4,1.37,1.94,0,4.4,2.05,0,1.12
XM_050855144.1,0.25,1.29,0.47,1,0.41,0,0.51,0.69,0.19,1.22,0.84,0.29,0.69,1.03,0.94,0.66,0,0,0.35,0.85,0.31,0.2,0,0,1.64,0.46,0.08,0,0.11,0.11
XM_050855145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.16,0,0,1.82,0
XM_050855146.1,49.69,63.44,49.14,94.97,121.81,79.93,191.79,231.6,289.98,278.8,385.64,233.41,63.8,59.33,63.3,29.27,81.54,41.83,64.22,83.98,52.21,29.89,52.76,30.59,59.11,73.92,46.15,9.9,7.39,10.34
XM_050855147.1,12.19,3.74,9.28,95.87,68.94,59.45,40.71,26.25,56.24,28.91,10.89,32.19,101.06,119.79,100.72,61.03,0.18,42.69,14.61,3.29,7.16,1.05,0,0,17.32,11.86,8.21,56.6,49.84,39.11
XM_050855148.1,0,7.43,3.16,8.23,8.21,0,0,4.63,5.24,1.44,2.71,2.26,1.54,4.63,7.51,2.93,8.47,2.29,5.2,4.94,2.85,15.3,10.65,17.38,5.47,3.2,1,46.44,43.81,59.97
XM_050855149.1,4.32,3.26,2.93,33.75,24.02,14.77,15.79,11.2,34.64,14.83,5.73,10.32,39.72,54.16,46.25,10.46,4.65,15.18,17.43,7.54,4.72,2.83,1.47,1.62,10.53,7.03,6.35,42.35,42.45,14.53
XM_050855150.1,0,0.66,0.33,0.9,0,1.35,0,0,2.44,2.37,0.9,1.25,1.36,1.9,0,2.49,0,0.74,2.64,0,1.24,0.88,0,0,1.23,1.28,0.2,1.31,1.33,1.61
XM_050855151.1,0.56,0.78,1.38,0.77,1.66,8.99,0,0.65,0,1.73,1.06,2.91,0.68,0.5,0.59,0,0,0,0,0,0,0.51,4.3,6.1,1.06,0.32,0,1.27,2.88,2.3
XM_050855152.1,0.18,1,1.33,3.69,1.55,8.14,0.97,3.06,1.25,0.77,2.58,0,8.03,1.38,1.94,1.69,0.36,2.43,0.09,0.69,0.28,0.92,2.31,0,0.2,1.97,0.24,2.05,0.52,2.6
XM_050855153.1,0,1.4,0,0.61,0,0,0.43,2.33,0,1.32,0,0.8,0,0,0,0,0,0,0,0.37,1.47,0,0,0,0.4,0.41,0.22,0,0,0
XM_050855154.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56,1.96,0,0,0.79,0,0,0,0.38
XM_050855155.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855156.1,2.94,19.77,25.45,4.02,14.79,1.27,1.66,0,0,0.17,0.09,0.11,0,0.11,0.71,0,0.21,3.03,3.64,1.92,0,0,0,0,0,0,0.24,0.05,0.17,0
XM_050855157.1,0,6.65,1.46,17.03,18.25,2.08,1.82,2.93,2.77,0,0,0,0.7,0,0,4.8,0,0,1.25,1.21,1.85,5.24,11.33,5.97,0.22,0.6,0,0,0.48,0.83
XM_050855158.1,0,0,0.19,0.14,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
XM_050855159.1,1.3,0,1.9,0,0,11.02,0,0,0.01,0.38,2.3,0,0,0.41,0.3,0,1.34,15.68,0.35,2.32,0.11,0,4.53,0,0.96,0,1.88,1.22,0,0.87
XM_050855160.1,0.63,1.91,0.47,1.33,1.92,1.37,2.66,3.57,2.15,1.11,1.1,0.91,0.32,0,0,5.1,0.23,3.49,1.04,1.6,2.17,1.36,2.79,0.91,0.73,0.29,0.52,0.18,0.66,0
XM_050855161.1,2.58,6.96,1.1,2.44,2.95,0,12,20.54,5.67,3.36,2.94,3.63,0.27,0,0,44.61,0,14.12,1.86,4.2,5.11,0.61,0,1.73,0,1.97,0.29,0,1.71,0.52
XM_050855162.1,0,0,0,0.65,0,3.85,0,0,0,0.03,0,0,0.23,0,0,1.84,0,0.92,0,0,0,0,0.44,0,0,0,0,0,0,0
XM_050855163.1,0,0,0,0,0,0,0,0,0,0,0,0,3.11,11.72,1.62,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855164.1,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855165.1,0,0.42,0.41,0.33,0.89,12.73,0.5,1,0.51,0,0.44,0.25,7.54,7.57,9.73,1.43,13.85,0,0,0.04,0.09,0.11,0.92,0.26,0.72,0.28,0.66,0.02,0.13,0.14
XM_050855166.1,0.8,7.81,1.91,20.91,10.13,1.89,4,7.22,2.78,1.89,3.36,2.04,5.79,6,3.16,7.92,8.84,0.99,0.98,0.61,1.17,2.59,3.58,2.74,5.33,3.73,1.39,0.26,0.89,0.51
XM_050855167.1,132.9,90.89,72.91,23.77,8.56,1.3,16.96,11.08,14.16,0,0,0,0,0,0.11,125.68,0.12,89.6,3.43,0.64,0.09,298.92,701.43,325.47,1.69,4.57,8.32,0.07,0.15,0
XM_050855168.1,5.88,6.6,3.12,7.96,6.88,7.3,6.03,10.32,10.51,14.24,17.8,15.94,4.9,6.72,9.52,4.31,6.86,1.78,12.88,7.64,8.81,5.04,5.53,6.04,16.07,13.65,10.32,1.61,1.95,1.85
XM_050855169.1,0,0,2,2.09,0,0,0,0,0,1.32,8.44,0,1.27,0,0,0,0,3.01,1.1,1.02,0,0,0.59,0.28,4.03,3.98,0,0,0,0
XM_050855170.1,0,0,0,0.68,0.32,0,0,0.44,0.44,0,0,0,0.69,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.41,0,0,0.12
XM_050855171.1,11.28,36.1,26.53,110.33,79.37,20.37,17.06,34.25,21.69,20.74,24.71,19.85,33.07,46.64,41.81,38.37,114.34,30,6.91,9.61,8.37,11.11,14.07,15.41,66.42,39.93,19.14,2.74,4.48,2.27
XM_050855172.1,0.76,3.34,0,3.24,0,0,1.59,3.7,0,0,0,0.62,5.65,4.88,3.87,11.02,1.18,8.11,0,1.95,1.17,10.91,7.1,4.62,0.85,1.59,0,0.76,2.62,3.14
XM_050855173.1,7.68,11.55,8.91,59.48,46.39,17.1,8.24,7.28,6.47,15.56,9.73,12.59,1.17,2.4,2.75,14.8,5.07,11.39,12.78,7,8.78,2.79,14.21,3.8,6.65,6.71,3.43,0.27,0.19,0
XM_050855174.1,0,0,0,0.56,0.8,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855175.1,0,2.23,0.2,6.8,2.42,0,1.18,0,0.49,0.18,0.54,0.19,0.43,0.5,1.08,0.08,0.14,0,1.12,0.88,0.89,0,0,0,0,0.59,0,0.13,0.86,0.66
XM_050855176.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855177.1,0.43,0,0,0.8,1.14,1.21,0.76,0.23,0,0,0,0,0,0,0,2.85,0.24,0,0,0,0.12,0.24,1.27,0.25,0,0,0.34,0,0,0
XM_050855178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0
XM_050855179.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855180.1,4.61,6.84,3.36,18.63,21.33,16.49,11.78,12.69,22.99,10.46,8.37,14.74,11.87,11.74,9,7.64,18.04,6.66,8.28,7.17,4.83,12.14,20.11,16.8,17.5,8.63,6.93,1.69,3.36,3.69
XM_050855181.1,0.9,5.9,2.65,2.43,6.4,0,2.84,4.97,12.02,2.2,3.22,0.96,2.46,6.18,4.07,3.2,5.39,4.87,0,1.73,3.15,6.7,2.31,3.45,3.65,5.6,2.5,0,0.47,1.7
XM_050855182.1,8.12,8.4,7.56,31.62,25.16,15.85,16.41,28.39,27.92,10.36,13.28,10.42,11.93,19.42,23.46,20.57,25,24.37,5.91,7.18,5.52,102.69,93.9,68.61,164.14,70.13,57.58,4.76,5.23,6.87
XM_050855183.1,1.82,3.89,3.02,11.52,6.07,2.92,7.37,6.79,11.47,3.25,3,2.49,2.87,3.4,1.78,4.41,4.24,3.77,1.19,1.07,1.03,3.3,4.76,2.39,7.45,4.41,1.77,0.6,1.24,1.34
XM_050855184.1,4.53,2.6,4.61,3.82,10.73,12.06,12.8,6.16,20.05,0.65,3.28,2.36,2.5,2.61,3.68,2.87,2.18,13.07,1.67,4.12,1.72,3.24,3.54,4.25,10.25,9.75,7.72,2.03,0.63,0.32
XM_050855185.1,0.73,2.93,1.35,4.99,7.69,2.03,2.67,4.01,3.96,1.78,2.73,3.53,3.22,3.97,2.09,2.5,4.42,0.62,2.38,0.65,0.96,1.91,6.01,2.98,4.1,2.05,0.64,0.09,0.84,1.46
XM_050855186.1,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0
XM_050855187.1,0.65,0.87,0.87,1.87,3.33,1.33,0.86,2.27,4.53,1.22,1.19,1.45,1.55,0,2.91,0,8.24,2.11,0,1.62,2.35,2.59,0.46,2.63,1.94,1.65,1.24,0.48,0,0
XM_050855188.1,0,1.54,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0
XM_050855189.1,0.86,1.85,2.06,8.84,7.06,3.11,4.76,8.52,4.06,5.88,7.75,2.93,5.71,5.18,5.38,4.95,1.22,3.36,10.91,4.5,9.97,5.13,11.84,4.02,15.25,5.45,1.09,0.23,2.91,2.37
XM_050855190.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XM_050855191.1,2.52,1.1,1.18,3.14,0,1.66,1,0,1.85,2.18,0,0.6,0,0.77,0,0,1.08,2.6,4.79,2.79,0,0,0,0,0,2.14,3.9,1.61,0,0
XM_050855192.1,0.87,3.09,1.64,6.91,10.93,3.44,2.64,2.59,5.28,2.21,2.38,3.99,4.63,4.36,3.24,2.21,5.52,2.36,1.98,1.02,1.66,2.67,13.82,2.92,2.65,1.69,1.67,0.6,0.94,0.94
XM_050855193.1,5.9,26.56,13.85,45.23,42.95,35.58,28.89,38.91,51.4,17.33,18.42,20.29,32.31,33.26,43.67,38.49,47.08,48.73,17.65,10.79,15.51,18.4,46.61,47.25,39.77,26.08,18.67,8.9,7.04,10.47
XM_050855194.1,12.85,0,0,15.68,14.75,2.62,5.19,3.29,3.3,4.84,0,4.52,0,0,0,0,0.55,2.28,0,0,2.01,27.16,6.82,2.39,3.22,0,0,0.03,2.83,0
