gene_id,eyestalk1,eyestalk2,eyestalk6,ganglion1,ganglion5,ganglion6,gill1,gill2,gill5,hepatopancreas2,hepatopancreas4,hepatopancreas5,heart1,heart2,heart5,intestine1,intestine3,intestine4,muscle1,muscle2,muscle5,ovary1,ovary2,ovary5,stomach1,stomach2,stomach5,testis3,testis4,testis6
LOC126980322,97.45,286.39,215.28,0,0,0,1.9,0.25,0,0,0,0,0,0,0,0,0.19,0.27,21.92,5.2,0.16,0,0.21,0,0.38,2.9,0.41,0,0,0.09
LOC126980323,274.19,2860.29,1871.34,0.69,0.35,1.44,1.27,0.33,0.66,0.19,0,0,0,0,0,1.14,0,4.34,116.68,212.37,32.58,0.39,0.28,0,2.05,6.06,6.8,0,0.23,0.13
LOC126980324,182.77,1209.51,644.93,0,0,0.67,0,0,0,0.09,0.1,0,0,0,0,0,0.12,0,199.36,70.98,7.1,0.18,0.13,0.09,0.12,0.71,0.28,0,0.09,0.12
LOC126980325,71.97,385.97,235.26,0.17,0.17,0,0.42,0,0.16,0,0,0,0,0,0,0,0.13,0.18,91.23,34.24,3.44,0,0,0,0.13,0.67,0.41,0,0.06,0
LOC126980326,1.8,8.24,1.58,0,0,0,0,0,0,0,0.15,0,0,0,0,17.14,0,21.64,1.18,0.19,0,0,0,0,0,0,3.71,0,0,0
LOC126980327,345.25,1541.22,1378.45,1.6,0,1.04,0,0,0,0,0.51,0,0,0,0,0.66,1.2,2.49,267.46,163.91,22.54,0.45,0,0.46,0.59,6.7,4.76,0,0,0
LOC126980328,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0
LOC126980329,0,0.25,1.6,1.04,0.53,76.24,0.32,0,0,844.45,1101.96,1316.73,0,0,0,0.74,0.1,0,0,0,0,0.22,0.11,0.39,0,0,0.05,0,0.21,0.09
LOC126980330,0,0.64,2.74,0.67,0.68,159.88,0.55,0,0,1201.66,1625.69,2711.12,0,0,0,0.91,0.51,0,0,0,0,13.42,6.92,5.03,0.16,0,0.27,13.96,1.69,7.54
LOC126980331,0,0,0,0,0,0,0,0,0,1.15,0.36,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980332,0,0,0,0,0,0,0,0,0,0.16,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980333,0,0,0,0,0,0,0.37,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,8.06,8.39,34.58,0,0,0,0,0,0
LOC126980334,14.29,30.61,20.32,46.88,40.54,12.03,35.73,38.2,25.1,17.84,16.76,17.3,21.17,24.24,23.31,36.31,17.74,29.62,25.92,18.97,31.76,27.17,27.37,31.83,21.06,32.45,21.37,6.73,13.1,8.45
LOC126980335,1.18,3.16,1.06,7.62,7.09,3.16,2.21,5.1,3.5,1.84,1.79,1.43,2.37,4.27,4.73,5.92,4.7,4.12,1.74,1.74,2.26,7.27,101.99,7.9,17.93,9.03,3.48,1.19,0.65,0.78
LOC126980336,19.24,24.96,17.85,54.38,65.64,60.52,25.3,32.8,25.37,58.38,53.14,56.48,13.49,14.4,16.38,28.53,55.35,32.01,5.71,5.98,6.03,69.52,77.03,58.53,87.13,50.81,31.72,8.23,14.79,14.5
LOC126980337,46.83,57.5,26.44,82.18,135.24,124.55,31.73,51.78,68.75,649.17,343.26,317.18,16.78,24.46,17.02,56.98,130.43,47.38,12.01,13.86,10.84,19.49,31.89,26.56,49.59,47.87,46.57,17.75,20.14,19.63
LOC126980338,10.45,22.53,15.53,71.93,58.39,37.72,36.74,58.53,45.41,53.66,46.41,44.55,24.43,26.77,21.86,42.15,115.07,28.98,8.54,13.82,18.37,44.13,47.58,41.37,50.74,27.33,15.97,9.06,15.18,10.5
LOC126980339,0,0.09,0.04,0.05,0.1,0,0,0,0,0.77,0.28,0.1,0.03,0,0,0,0.04,0.05,0,0,0.03,0,0,0,0,0.06,0.02,0,0.02,0
LOC126980340,0,0,0,0,0.51,0,0,0,0,0.28,0.16,0,0,0.17,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980341,2.58,7.94,8.75,1.54,2.19,0.4,1.12,3.24,1.03,0.9,1.06,1.31,0.43,0.63,0.49,3.11,0.5,5.16,0.86,0.79,0.55,12.68,54.69,15.18,3.4,2.96,1.39,0.17,0.19,0.12
LOC126980342,1.19,3.21,1.17,9.03,8.23,2.03,4.52,5.49,4.44,5.15,5.9,4.61,5.09,3,4.78,5.87,3.39,5.13,4.25,3.59,3.41,5.89,6.68,4.73,15.85,8.38,3.91,1.38,2.68,1.95
LOC126980343,1.41,5.7,2.91,14.11,14.59,2.2,4.05,6.17,10,4.2,7.09,3.68,2.27,4.17,4.48,7.78,9.45,5.41,2.2,2.46,3.03,5.24,7.2,6.25,5.52,4.18,1.76,0.62,2.22,1.86
LOC126980344,4.02,6.42,2.41,13.31,14.8,4.07,6.52,10.78,10.23,8.48,7.72,5.64,3.26,4.33,3.75,9.3,13.64,11.15,3.11,2.5,3.49,19.54,19.73,24.61,10.76,6.43,3.04,1.83,3.45,1.29
LOC126980345,0,1.02,0.74,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07
LOC126980346,1.12,3.26,1.89,2.5,1.9,1.46,2.55,2.69,4.53,1.19,0.53,0.6,0.99,1.73,0.81,4.64,0.63,3.09,0.54,0.9,0.76,8.36,5.64,3.95,1.98,1.91,0.91,0.36,0.76,1.08
LOC126980347,0.29,1.77,0.54,3.55,0.92,0.5,1.22,1.4,0.59,1.42,0.57,0.37,0.98,1.45,1.69,2.53,0.99,0.43,0.24,0,0.12,6.01,4.45,2.65,13.8,7.13,1.68,0.2,0.53,0.51
LOC126980348,0,0,0,0.16,0.16,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.09,0.52,0.27,0.26,0,0.06,0
LOC126980349,4.61,10.38,6.86,31.65,22.84,15.03,12.87,9.33,15.6,10.34,12.8,6.07,9.01,10.89,8.98,12.47,7.96,14.64,10.68,8.68,9.76,4.34,19.55,5.19,10.89,11.79,6.59,4.88,9.66,4.68
LOC126980350,4.32,15.92,14.01,22.48,26.75,19.9,5.53,5.54,6.55,12.36,13.97,7.48,9.81,13.99,6.4,10.16,23.29,7.98,2.17,3.66,1.81,8.79,22.27,10.5,17.99,9.85,6.21,1.32,2.56,4.72
LOC126980351,0.19,0.69,1.12,1.14,0.8,1.28,2.11,1.21,1.09,0.58,0.73,0.72,0.39,0.32,0.15,1.74,0.67,1.64,0.14,0.79,0.31,126.39,843.55,137.16,4.5,6.75,3.64,0.38,0.36,0.44
LOC126980352,0.98,1.32,1.42,3.8,3.41,4.78,2.6,2.12,1.99,15.95,6.17,7.84,1.72,4.28,1.74,1.22,1.22,1.69,0.4,0.88,0.49,0.79,2.17,1.34,4.17,3.53,1.49,0.73,0.99,0.59
LOC126980353,9.07,7.36,4.26,3.02,2.28,0.62,1.73,0.93,0.67,0.29,0.37,0.42,15.1,12.71,14.13,5.3,0.7,1.98,20.72,14.31,29.58,0.18,0.84,0.33,2.03,3.63,8.62,0.66,0.95,1.09
LOC126980354,3.67,8.11,3.69,15.14,14.74,14.34,8.79,12.81,19.03,27.89,23.89,25.14,4.55,7.13,4.48,11.3,22.83,6.09,1.22,2.58,2.15,50.98,39.01,53.71,5.9,8.17,5.17,7.23,11.31,9.87
LOC126980355,9.75,19.77,11.06,67.28,15.48,16.61,47.32,79.01,38.44,35.04,25.21,17.66,33.09,36.75,24.15,46.35,42.37,23.56,5.84,6.79,8.84,2.9,6.39,2.65,205.29,116.25,42.48,6.1,9.48,9.42
LOC126980356,70.98,81.14,36.61,265.42,187.8,163.55,136.36,198.77,117.29,75.56,71.53,90.77,94.7,89.61,95.42,170.67,216.6,173.58,38.15,33.63,41.44,278.55,410.84,313.97,292.82,177.72,122.82,59.19,71.24,75.35
LOC126980357,20.21,24.46,24.43,36.63,55.05,81.03,27.45,48.53,52.92,32.5,25.24,36.99,107.56,153.64,115.42,52.74,44.93,42.58,10.93,41.43,18.67,8.49,31.63,13.82,70.1,113.63,61.96,10.13,7.34,7.84
LOC126980358,0.82,4.33,6.3,17.11,5.8,3.94,9.66,23.19,8.41,0.04,0,0,14.96,11.74,12.35,7.46,0.12,1.69,8.53,6.12,7.02,0.43,0.09,0.11,0,3.11,1.39,0.05,0.19,0.23
LOC126980359,3.78,5.58,3.99,6,8.13,0.55,0.08,0.19,0.24,0,0.04,0.09,7.22,6.84,7.59,33.66,0.58,49.68,0.39,1.31,0.34,0.04,0.05,0.04,1.88,5.29,6.18,0.09,0.08,0.05
LOC126980360,0.89,5.28,3.38,4.36,6.1,0.03,0.08,0.06,0.13,0.03,0.04,0.04,4.32,4.24,3.27,22.14,0.09,12.34,0.66,0.64,0.3,0.02,0.18,0.06,0.38,2.36,0.87,0.01,0.11,0.05
LOC126980361,11.43,23.73,23.61,78.28,46.35,14.27,0.2,0.51,0.55,0.15,0.2,0.05,47.59,47.46,32.15,7.24,0.47,7.25,58.59,43.91,60.14,0.85,1.33,0.95,0.18,12.27,7.46,0.07,0.65,0.52
LOC126980362,0.1,0,0.12,0.16,0.16,93.16,0,0,0,72.59,64.71,55.3,0.11,0.33,0.12,0,236.54,0.34,0,0,0,0.27,0.39,0.19,0,0.09,0.36,0,0.05,0
LOC126980363,0,0,0,0,0,114.1,0,0,0,47.46,43.44,48.35,0,0.26,0,0,234.77,0,0,0,0,0,0.31,0,0,0,0,0,0,0
LOC126980364,5.21,17.31,12.77,36.39,52.98,8.34,9.34,8.59,11.97,3.75,4.2,3.83,11.09,10.17,9.78,12.41,6.91,13.1,5.27,7.89,5.44,18.71,16.59,17.02,10.91,13.6,5.6,3.18,5.28,4.7
LOC126980365,29.78,58.78,18.94,158.6,124.51,113.99,40.82,179.21,84.45,34.72,18.77,27.46,31.44,54.69,119.3,51.66,75.43,72.13,16.09,27.23,31.82,19.21,52.42,22.54,101.42,66.86,37.04,54.2,45.84,54.37
LOC126980366,1.12,4.78,4.3,7.27,6.77,6.56,2.99,3.23,3.86,6.87,7.75,4.22,2.78,2.86,3.24,3.37,4.33,3.02,2.26,2.42,2.35,1.74,20.63,1.42,4.65,4.2,1.73,1.28,3.12,2.22
LOC126980367,2.92,26.06,37,64.97,199.07,4.2,4.15,11.91,3.5,0,0,0,9.06,5.34,13.74,0.3,0.04,0.05,0.4,0.71,0.89,0.51,0.34,0,0.03,0.63,0.61,0.05,0.05,0.07
LOC126980368,0,0,0.28,0.07,0.07,0,0,0.07,0,0,0.09,0,0.05,2.81,0,0,0.05,0.08,2.74,0.18,0.87,0.08,0,0.04,0,0.82,1.66,0,0.02,0.05
LOC126980369,0.06,0.2,0.51,0.05,0.35,0.08,0,0,0.25,0.06,1.21,0.18,0.02,0,0,0,0,0.11,0,0,0,0.02,0.02,0,0,0,0.01,0,0,0
LOC126980370,5,9.73,7.47,1.7,0.84,0,0.45,0.21,2.08,0.32,0.54,0.5,1.36,0.9,0.9,0.81,1.91,2.06,0.23,0.26,0.65,3.77,38.48,7.08,2.29,0.86,1.22,0,0,0.03
LOC126980371,6.84,15.82,12.3,36.76,33.74,15.37,10.56,9.51,10.42,35.73,26.23,16.41,26.28,27.89,23.14,13.75,12.06,11.17,13.61,11.21,10.14,2.39,6.58,1.81,11.6,13.42,8.68,3.32,6.8,3.72
LOC126980372,9.02,11.36,6.04,22.43,14.06,8.64,14.7,15.96,11.12,12.32,12.01,8.57,20.5,19.45,14.37,9.63,7.99,12.93,17.61,11.75,8.45,21.51,32.67,16.56,27.85,18.78,10.1,1.83,2.94,3.47
LOC126980373,0.2,0.49,0.39,1.67,1.14,0.67,0.35,0.27,0.62,0.75,1.04,0.45,1.64,1.28,1.04,0.8,0.46,0.39,0.4,0.24,0.14,0.66,2.24,0.78,0.79,0.84,0.25,0.18,0.85,0.12
LOC126980374,0.09,0,0,0.15,0.61,0,0.19,0,0,0,0,0.1,0,0,0,0.12,0,0.16,0.13,0,0,0,0.12,0,0,0,0.06,0,0,0
LOC126980375,0.78,2.1,2.35,4.31,7.43,5.93,1.2,2.69,2.51,47.85,17.68,24.34,1.09,1.69,1.54,2.59,14.95,1.78,0.74,0.85,0.89,2.46,2.55,2.73,4.16,2.98,2.36,0.45,0.25,0.2
LOC126980376,0.91,2.97,1.91,5.04,3.77,3.68,1.85,3.62,2.67,6.01,6.11,2.91,0.94,1.66,0.95,2.9,3.45,1.77,0.47,1.12,0.79,1.6,4.38,1.37,6.16,4.47,2.13,0.25,0.46,0.52
LOC126980377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.16,0.78,0,0,0,0,0,0
LOC126980378,10.09,27.12,14.72,38.58,24.73,21.26,22.73,22.29,14.57,15.83,19.1,16.67,27.84,24.68,18.6,17.34,13.29,19.01,20.26,13.39,12.61,21.69,72.97,16.98,73.76,46.01,23.29,4.65,9.66,6.44
LOC126980379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.25,0
LOC126980380,40.76,68.95,42.1,40.72,40.42,47.62,59.4,44.69,112.98,49.09,34.39,23.71,351.99,644.99,430.16,52.5,72.63,37.3,120.4,77.69,103.13,22.78,38.49,23.61,38.45,33.11,34.81,3.98,8.21,6.33
LOC126980381,0.18,0.69,0.45,0,0.15,0,3.99,1.26,0.14,0,0.28,0,2.65,3.39,1.25,0,0,0,0,0,0.17,1.4,0,0,0.11,0.25,0,0,0.05,0
LOC126980382,0.17,0.13,0.42,0.07,0.28,110.55,0.35,0.07,0.07,25.3,28.54,25.51,0.19,0.19,0.54,0.17,29.13,6.61,0,0.06,0.04,0.16,0.56,0.4,0.05,0.43,0.56,0.1,0.43,0
LOC126980383,55.91,77.9,49.93,0.27,0.14,9.56,0.34,0.4,0.13,2.36,7.22,3.42,494.61,296.84,429.08,27.24,0.42,8.3,177.74,69.69,132.65,0,0,0,0,36.43,38.45,0.4,3.45,4.05
LOC126980384,2.03,2.49,2.1,8.15,7.28,0.72,0.85,0.42,1.84,1.19,3.52,1.81,8.42,3.27,10.76,2,2.32,3.37,2.94,2.34,1.43,3.85,4.21,4.2,1.59,2.88,5.92,0.21,1.28,0.41
LOC126980385,13.24,18.27,12.56,26.14,22.82,16.11,32.97,32.43,48.01,13.34,14.05,11.79,35.6,48.66,37.43,20.42,9.29,28.21,17.76,38.03,27.53,15.06,73.98,13.67,22.7,21.95,21.49,1.99,3.77,3.45
LOC126980386,6.27,12.62,9.21,13.16,13.2,22.2,9.25,7.33,11.39,75.66,53.09,37.64,2.65,2.95,2.88,33.12,22.5,26.73,1.58,1.43,0.78,10.66,12.92,11.22,9.48,6.58,4.98,1.68,4.03,3.88
LOC126980387,1.38,7.39,4.33,18.45,7.75,3.89,0.24,0.42,0.15,0.12,0.1,0.02,1.59,2.05,1.9,1.69,2.09,1,9.78,6.63,2.35,0.04,0.05,0.02,0.12,0.25,0.11,0,0.02,0.03
LOC126980388,28.56,12.61,12.36,64.46,27.52,21.06,0.97,1.36,0.89,0.17,0.3,0.32,5.48,7.07,9.19,2.17,8.03,6.52,47.1,27.51,7.42,0.09,0.38,0.27,0,1.67,1.88,0,0,0
LOC126980389,0.25,0,0.39,1.13,0.16,47.62,0.38,0,0.14,26.43,36.48,42.88,0,0,0,0.25,77.36,0.24,0,0,0.09,0.26,0.12,0.09,0.11,0.57,1.28,0.07,0.13,0.11
LOC126980390,0.19,0.71,0.24,2.34,1.08,0.18,0.31,1.38,0.41,1.24,1.91,0.48,2.02,2.79,0.85,0.56,0.14,0.26,0.16,0.05,0.11,5.24,11.07,4.17,6.1,2.06,0.58,0,0.1,0.14
LOC126980391,0.11,0.17,0.13,0.15,0.33,0.13,0.27,0.46,0.34,0.24,0.26,0.22,0.47,1.35,0.63,0.15,0.05,0.17,0.02,0.06,0.07,8.08,15.88,9.02,1.93,1.62,0.84,0,0.06,0.05
LOC126980392,0.05,0.13,0.03,0.53,0.04,0.06,0.33,0.85,0.58,0.12,0,0,0,0,0,0.93,0.1,0,0.04,0.3,0.19,0.23,0.36,0.03,0,0.17,0.04,0.02,0.06,0.05
LOC126980393,1.37,0.82,0.4,4.67,1.95,0,6.33,7.73,2.36,1.06,0.22,1.02,1.29,4.59,2.29,1.56,0,0.91,0.23,0.41,0.66,0.59,0.36,0,41.92,25.02,22.15,0.21,0.2,0.06
LOC126980394,0.14,1.49,1.86,0.76,2.13,0.14,0.12,0.05,0.13,0.03,0.09,0,0,0,0,0,0.07,0.15,0,0,0,0,0,0,0,0,0,0,0.09,0.26
LOC126980395,0.04,0,0.05,0.19,0.48,0,0,0.06,0.78,0.25,0,0.04,0.13,0.27,0.41,0.32,0.08,0.07,0.22,0.21,0.09,0,0.17,0,5.78,0.99,2.81,0,0.11,0.02
LOC126980396,3.11,9.05,5.04,31.64,49.56,36.96,8.77,11.25,10.21,24.03,23.88,24.03,6,7.67,6.61,10,150.45,9.05,1.83,1.65,3.52,9.7,23.45,8.87,26.18,13.87,7.14,2.13,4.35,3.36
LOC126980397,0.25,1.98,0.69,4.85,2,0.12,2.12,4.48,1.98,1.14,1.25,0.45,0.8,0.82,0.47,1,0.65,0.21,0.21,0.17,0.69,6.62,7.91,4.33,6.39,2.45,0.66,0.1,1.2,0.75
LOC126980398,26.82,30.96,18.96,66.33,63.14,52.94,46.55,73.53,29.04,52.98,56.52,83.71,54.08,37.17,53.72,38.18,83.42,25.64,27.51,19.19,26.15,58.87,49.38,46.6,27.35,22.18,20.12,9.94,10.94,11.82
LOC126980399,103.09,86.89,46.11,85.22,41.6,35.18,94.55,80.98,34.35,49.31,47.73,49.83,65.59,45.06,69.98,232.63,7.41,128.13,13.6,4.91,9.77,63.4,7.61,44.5,58.85,22.33,29.35,19.08,38.49,21.62
LOC126980400,39.91,134.27,195.57,325.79,792.8,1.16,0.61,0.16,0.35,1.66,3.47,4.56,0.61,0.48,0.27,585.23,12.29,317.62,0.14,0.05,0.13,1.58,14.89,1.58,0.04,0.39,0.28,0.34,3.72,2.85
LOC126980401,1.25,9.34,11.41,36.38,105.79,0.15,0.03,0,0,0,0.03,0.01,0,0.11,0,0,0,0.2,0,0,0.01,0.37,0.34,0.27,0,0,0,0,0.01,0.01
LOC126980402,0.05,0.62,0.36,0.21,0.09,15.25,0.54,2.75,1.36,5.83,7.82,9.63,0,0,0.06,0.07,26.99,0,0.04,0,0.05,1.13,32.6,19.31,0.16,0.17,0.45,0.48,1.74,0.74
LOC126980403,30.09,26.4,18.06,71.79,1.93,0.36,734.8,673.94,291.18,0.84,0.16,0.09,2.13,0.61,1,166.59,0.38,76.99,26.56,3.94,16.63,12.34,5.98,4.16,5.21,17.4,19.79,0.49,2.26,0.28
LOC126980404,1.54,4.72,2.65,12.52,9.96,5.96,4.57,6.94,7.55,5.32,5.66,6.58,2.85,3.08,5.31,5.86,4.72,3.34,2.17,1.39,3.07,4.96,11.18,6,9.26,5.03,3.91,3.04,5.96,4.55
LOC126980405,0.18,0.43,0.7,0.08,1.7,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,10.67,35.1,9.36,0,0,0,0,0,0
LOC126980406,4.69,6.61,3.83,9.25,9.02,16.93,10.28,7.4,2.91,6.37,3.91,4.79,1.31,3.43,0.55,6.29,9.88,6.43,0.67,3.9,0,24.26,37.77,33.22,19.23,12.78,16.06,0.55,0.5,0.56
LOC126980407,0,0,0,0.12,0.16,0,0,0,0,0.02,0.02,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.06,0,0.03,0,0.01,0.04
LOC126980408,0.13,0.33,0.17,0.35,0.14,2.21,0.42,0.2,0,0.31,0.49,0.19,0.15,0.14,0.08,0.06,0.95,0.36,0.19,0.19,0,0.96,1.28,3.44,0.93,0.51,0.06,0.11,0.14,0.48
LOC126980409,0.05,0.22,0.51,0.08,0,44.38,0.1,0.08,0.08,134.84,87.73,85.73,1.33,0.57,2.55,0.13,177.33,0.09,0.07,0.14,0,1.73,0.54,1.66,1.09,0.84,0.63,0.08,0.38,0.31
LOC126980410,8.06,6.17,4.99,13.09,12.8,9.64,15.16,7.78,13.61,6.49,9.06,8.5,11.43,11.91,8.1,9.67,5.77,7.36,3.17,8.57,4.33,13.95,10.95,13.04,13.31,11.39,11.09,1.91,2.94,2.52
LOC126980411,0.04,1.92,1.56,6.6,3.86,0.27,1.3,2.28,1.19,0.04,0.12,0,2.16,0.96,5.42,0.99,0.31,0.15,0.03,0,0.15,1.63,1.65,1.19,0.49,0.06,0.03,0,0.06,0.03
LOC126980412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980413,29.01,53.3,37.67,105.43,170.02,339.03,100.65,117.93,81.31,835.39,469.99,515.92,116.74,125.2,73.94,213.21,1183.4,248.99,12.41,55.84,48.92,35.87,94.43,90.99,28.82,67.68,94.28,1.74,2.9,1.51
LOC126980414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC126980415,3.84,6.85,6.67,14.55,8.63,10.73,7.91,9.96,8.19,4.67,6.1,3.35,5.46,6.59,5.1,5.16,8.3,7.45,4.94,4.36,3.14,6.73,32,6.35,19.13,12.99,7.93,1.43,2.1,1.98
LOC126980416,2.23,3.75,5.17,13.3,11.79,2.2,5.94,11.51,6.72,0.28,0.16,0.06,9.22,6.25,18.45,2.2,1.3,1.46,0.19,0.1,0.28,0.87,2.16,1.2,1.35,1.51,1.81,0.59,0.19,0.11
LOC126980417,0,0,0,0,1.87,1.18,1.05,0,0,1.01,1.76,0,0,0,0,0,0.69,0.95,3.11,0.78,1.13,0,0.76,1.07,0,2.05,0,0.42,1.17,0.65
LOC126980418,4.78,11.35,6.9,24.18,14.38,15.49,9.82,14.95,8.04,16.3,12.21,9.2,10.51,14.22,9.45,6.62,5.26,10.72,4.22,6.58,4.62,5.09,22.86,5.52,43.36,42.86,15.01,2.08,3.03,2.68
LOC126980419,10.49,29.55,32.49,63.53,91.68,53.4,12.97,18.59,20.56,37.07,38.11,34.82,28.25,29.96,27.93,20.57,79.66,20.66,13.15,18.44,10.82,10.77,17.24,10.57,30.22,27.42,19.37,6.65,9.21,8.98
LOC126980420,1.71,16.86,10.15,48.02,46.72,16.49,6.22,8.42,5.84,18.38,20.94,12.28,11.39,14.64,13.12,14.27,28.7,6.16,5.09,7.12,8.83,8.79,15.18,5.05,15.54,7.92,2.55,1.76,4.89,5.41
LOC126980421,0.09,0,0.18,0.39,0,0.22,0.1,0,0,0,0,0,0,0.11,0,0,0.18,0,0.2,0,0.09,0,0.06,0.04,0,0,0,0,0,0.03
LOC126980422,0.11,0,0.09,0.17,0.18,0.33,0.22,0.03,0.14,0.06,0.06,0.1,0.1,0.04,0,0.07,0.09,0.03,0.08,0.12,0.02,0,0.02,0,0.11,0.08,0.08,0.03,0.05,0.01
LOC126980423,0.04,0.14,0,0.04,0.04,0.05,0,0.07,0,0.02,0.07,0.03,0.07,0,0,0.06,0.11,0.04,0,0,0.07,0,0,0,0.05,0,0.05,0,0.02,0
LOC126980424,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.25,0,0
LOC126980425,0.07,0.11,0.09,0.12,0,0,0.15,0,0,0,0,0.25,0,0.17,0,0,0.09,0,0,0.1,0.07,0,0,0,0,0.14,0.29,0.06,0.04,0
LOC126980426,0.1,0,0.13,0.17,0.68,2.12,0.41,0,0.31,0.28,0.11,0.23,0.11,0,0,0.27,0.38,0.17,0,0,0.2,0,0,0,0,0.75,0.4,0,0.05,0.12
LOC126980427,0.78,0.75,1.4,1.21,2.44,0.26,0.32,0.1,0.2,0,0.14,0.12,0.02,0,0.03,0.15,0.68,0,0.22,0.18,0.15,2.13,7.61,1.69,0.16,0.06,0.04,0.12,0.01,0.03
LOC126980428,0.52,1.17,0,7.89,1.24,0.15,1.7,1.48,0.27,1.42,0.78,0.07,2.49,1.83,1.57,2.26,1.01,0.7,0.56,0.08,0,1.31,0.63,0.33,2.79,1.54,0,1.62,2.29,1.74
LOC126980429,43.12,48.23,33.53,87.48,65.56,39.86,62.92,51.58,41.32,26.14,28.74,26.53,70.92,83.38,75.76,45.36,44.66,29.56,58.58,47.71,53.8,25.32,51.74,26.59,48.91,45.29,39.09,13.05,20.68,12.59
LOC126980430,0.28,3.35,3.7,1.34,4.75,5.65,0.21,4.32,7.19,4.56,11.4,5.88,1.08,6.28,7.83,4.61,5.39,6.52,2.7,8.65,7.73,0.51,6.8,3.09,1.14,4.34,3.13,1.22,5.5,0.85
LOC126980431,3.84,6.06,4.05,10.53,8.99,8.38,4.73,3.92,3.53,6.58,6.03,4.83,10.76,9.59,6.78,3.29,4.16,3.82,3.91,7.19,2.5,11.08,8.15,6.72,14.09,8.55,5.47,1.26,1.82,4.82
LOC126980432,3358.8,2673.13,2565.72,2.35,3.76,2.45,1.5,2.56,2.58,0.63,0.44,0.14,2.44,3.08,1.46,195.79,0.48,134.92,35598.81,14764.43,41094.55,0.24,0.84,0.26,1.78,2.57,2.61,1.81,10.72,23.83
LOC126980433,3696.26,2940.36,3782.8,0.7,1.55,2.14,1.54,0.36,1.56,2.65,2.81,1.83,0.78,0.43,1.56,55.8,7.48,79.46,7723.69,25870.14,14003.84,0.21,0,0.28,0,175.65,290.89,61.44,189.44,147.2
LOC126980434,4821.92,1739.91,2434.39,1.72,0,4.71,0.85,0.7,0.52,9.86,17.59,36.04,0.22,0.84,0.39,1356.8,32.77,915.85,5138.23,10658.78,4324.09,0.24,0,0.19,1.21,33.39,155.38,16.21,18.26,12.5
LOC126980435,2309.14,978.51,1306.96,1.37,0.62,0.45,0.38,0.69,0.54,0.08,0,0.31,1.11,0.91,0.68,7.23,1.98,2.49,10591.14,3543.45,3462.89,0.16,0,0,0.21,6.21,5.94,8.88,6.19,6.05
LOC126980436,768.4,514.07,435.3,0,0.58,0,0.22,0.44,0.5,1.37,0.56,0.26,16.7,2.74,18.67,196.8,2.47,165.32,1129.74,5235.44,1347.14,0,0,0.2,0.73,49.62,114.84,10.13,11.2,30.72
LOC126980437,0.39,0,0.1,0.13,0,0.36,0.32,0,0.12,0,0,0,280.47,47.54,51.34,0.73,0,0.13,0.45,2.26,0.85,0.43,1.04,0.59,0,0.72,0.2,0,0.08,0
LOC126980438,0.65,0,0,1.72,1.76,0,0,1.8,2.14,0,0,0,6155.95,4133.69,4616.04,0,0,1.25,0.69,0,0,0,0,0,0.49,1.35,0.11,0,0.13,0
LOC126980439,0.39,0.15,0.37,0.16,0,0,0,0.15,0,0,0,0,329.47,100.5,174.74,0,0,0,0,0.13,0.48,0,0,0.18,0,0.27,0.57,0,0,0
LOC126980440,2.16,0,0.1,5.13,4.03,0,0,4.46,4.12,0,0.08,0,13226.22,12740.82,13819.75,0.11,0,5.09,3.52,0,0,0,0,0,3.01,2.74,0.13,0,0.44,0.1
LOC126980442,0,0,0,0,0,0,0,0.11,0,0,0,0,163.79,52.43,154.25,0,0,0.11,0,0,0,0,0,0,0,0,0.31,0,0,0
LOC126980443,0.09,0,0.12,5.56,2.35,0,0.56,0.87,0.57,0,0,0.1,1824.66,954.02,1466.25,0.25,0,1.26,0.39,0.76,2.27,17.68,14.03,20.78,0,0.51,4.59,0,0.05,0.06
LOC126980445,2156.25,1195.47,468.95,0.08,0.25,0.12,0,0,0.08,0,0,0,1.1,0.23,1.52,0,0.25,0.51,3.72,13.76,2.39,0.05,0.4,0,0,0.28,5.01,0,0.08,0.09
